,Genus,H,Hbc,G,J,H_minmax,Hbc_minmax,G_minmax,J_minmax
46,Catharanthus,1.3540620534346022,1.3540732305993357,0.6609251138471919,0.7557164210316543,0.7633020646350827,0.7633082562695412,0.8125032175288411,0.7557164210316543
47,Catunaregam,0.8908055724014192,1.017027953528141,0.5338775510204082,0.642580390849891,0.5021584726325691,0.5733115582244686,0.6563182709846164,0.642580390849891
48,Centaurium,1.1669191706333686,1.3092363498391155,0.612476370510397,0.6512699894568512,0.6578072326503814,0.7380331378370613,0.7529431266476886,0.6512699894568512
49,Cephalanthus,1.1396856259428152,1.1759560662303181,0.6377777777777778,0.8221094003600669,0.6424553358618232,0.6629013513298337,0.7840472175379425,0.8221094003600669
50,Cerbera,0.7311351513822847,0.7715809596047096,0.4860770773000669,0.6655078947539065,0.41215021805079727,0.4349499742978961,0.5975551253823755,0.6655078947539065
51,Ceriscoides,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
52,Ceropegia,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
53,Chassalia,0.5623351446188083,0.8922673623509298,0.375,0.8112781244591328,0.3169954994423267,0.5029824304117259,0.46100337268128155,0.8112781244591328
54,Chimarrhis,0.823033813705454,0.9002608791230595,0.5322359396433471,0.749157662074989,0.4639546671235335,0.5074884772125292,0.654300168634064,0.749157662074989
55,Chiococca,1.0014223119682,1.1131863987427848,0.551984877126654,0.7223735016560413,0.5645145407908612,0.6275172935449228,0.678578373398534,0.7223735016560413
56,Chione,0.7963116401738128,1.2257860513918968,0.44897959183673464,0.7248340915057597,0.44889103678510023,0.6909911460500104,0.5519496162714662,0.7248340915057597
57,Chironia,0.9680045912248362,0.9704140534660426,0.5729166666666666,0.8811157504877227,0.5456765450179886,0.5470347114703427,0.704310708263069,0.8811157504877227
58,Chonemorpha,0.5623351446188083,0.8922673623509298,0.375,0.8112781244591328,0.3169954994423267,0.5029824304117259,0.46100337268128155,0.8112781244591328
59,Ciliosemina,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
60,Cinchona,1.0599261438604337,1.0739450529739933,0.6015625,0.7645750957280049,0.597493897652044,0.6053964491654881,0.7395262436762224,0.7645750957280049
61,Coccochondra,0.4175732119168011,0.41884172308648815,0.25086505190311426,0.6024308020404452,0.23539135003740894,0.23610639223742008,0.3083990267072011,0.6024308020404452
62,Coelospermum,1.193549604098133,1.459463630587622,0.6599999999999999,0.860964047443681,0.6728191479420196,0.8227181616016198,0.8113659359190554,0.860964047443681
63,Coffea,1.7739530864258155,1.773953339921928,0.8134430727023321,0.9116315505559297,1.0,1.0,0.9999999999999999,0.9116315505559297
64,Comastoma,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
65,Coprosma,0.7774621319109287,0.8963167191510517,0.4609375,0.7076765296822559,0.4382653283562137,0.5052651042053331,0.5666499789207419,0.7076765296822559
66,Coptosperma,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
67,Cordiera,0.7321645598907871,0.7891149664112365,0.46944294213088145,0.6664449027585687,0.41273050876782885,0.4448341163505267,0.5771060789433601,0.6664449027585687
68,Corynanthe,0.304636097349238,0.49377042833277385,0.165289256198347,0.4394969869215132,0.1717272568707118,0.2783446538421945,0.20319707886778235,0.4394969869215132
69,Coussarea,0.9885660987714344,0.9888128242207668,0.587890625,0.8998316412152202,0.5572673292974228,0.5574063319299506,0.7227188290472174,0.8998316412152202
70,Coutarea,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
71,Coutoubea,0.6931471805599453,0.7393569925972749,0.5,1.0,0.3907359139674362,0.4167849153404532,0.614671163575042,1.0
72,Craspidospermum,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
73,Crioceras,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
74,Crossopteryx,0.6172417697303416,0.6203112195798863,0.42603550295857995,0.8904916402194913,0.3479470649215243,0.3496773030158653,0.5237434766556572,0.8904916402194913
75,Crucianella,0.6108643020548935,0.6213651327154892,0.42000000000000004,0.8812908992306927,0.3443520049820884,0.3502714072191073,0.5163237774030354,0.8812908992306927
76,Cruciata,0.6682484776645385,0.66830039813954,0.47530864197530853,0.964078764808229,0.3767001973039403,0.3767294117042289,0.5843170320404719,0.964078764808229
77,Cruckshanksia,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
78,Cryptolepis,1.3090533853961202,1.347489943439572,0.6886145404663924,0.8133605995501366,0.7379301039091279,0.7595971737897431,0.8465430016863406,0.8133605995501366
79,Cryptostegia,0.6193762897414465,0.6193838823994218,0.4280618311533888,0.8935711016541907,0.34915032109973904,0.3491545512841284,0.5262345276742334,0.8935711016541907
80,Curtia,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
81,Cyclocotyla,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
82,Cynanchum,0.9660005495692431,0.9689941289111219,0.4756848261003387,0.6002098882511547,0.5445468411543813,0.5462342819872407,0.5847794911081734,0.6002098882511547
83,Cyrtophyllum,0.7963116401738128,1.2257860513918968,0.44897959183673464,0.7248340915057597,0.44889103678510023,0.6909911460500104,0.5519496162714662,0.7248340915057597
84,Damnacanthus,0.42270908780599087,0.4341835549247441,0.2550000000000001,0.6098403047164005,0.2382865088375425,0.2447547774530826,0.31348229342327155,0.6098403047164005
85,Debia,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
86,Decalepis,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
87,Deppea,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
88,Desmidorchis,0.2392170938165126,0.26482768246211447,0.12070759625390215,0.3451173149449526,0.1348497294810036,0.14928672389645242,0.14839095728346482,0.3451173149449526
89,Dimetia,1.329661348854758,1.332191873209549,0.7222222222222223,0.9591479170272447,0.7495470759792061,0.7509734575477498,0.887858347386172,0.9591479170272447
90,Dioecrescis,0.9502705392332347,1.489524654318191,0.5599999999999999,0.8649735207179272,0.5356796335284449,0.8396639419973386,0.688431703204047,0.8649735207179272
91,Diplorhynchus,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
92,Diplospora,0.32879120265774,0.32920722578196204,0.18270611893134148,0.4743454375622396,0.18534379808216514,0.18557828910903063,0.22460836543161536,0.4743454375622396
93,Dischidanthus,0.24493002679463532,0.39957827744034535,0.12444444444444458,0.3533593350214213,0.13807018272852054,0.22524734357327056,0.15298482293423285,0.3533593350214213
94,Dischidia,0.6730116670092565,0.675273474551831,0.48,0.9709505944546688,0.3793852679414705,0.3806602233300848,0.5900843170320403,0.9709505944546688
95,Diyaminauclea,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
96,Dolichopentas,0.3250829733914482,0.525614975403492,0.17999999999999994,0.46899559358928117,0.18325342190780802,0.2962958289684352,0.22128161888701506,0.46899559358928117
97,Dunnia,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
98,Duroia,0.6730116670092565,0.7070860020527115,0.48,0.9709505944546688,0.3793852679414705,0.3985933486186455,0.5900843170320403,0.9709505944546688
99,Dyera,0.6365141682948128,1.0662472192320789,0.4444444444444444,0.9182958340544894,0.35881116201177005,0.6010570826395042,0.5463743676222595,0.9182958340544894
100,Echites,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
101,Emmenopterys,0.6365141682948128,1.0662472192320789,0.4444444444444444,0.9182958340544894,0.35881116201177005,0.6010570826395042,0.5463743676222595,0.9182958340544894
102,Enicostema,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
103,Eumachia,0.38050621847759586,0.6129159647828768,0.1768707482993197,0.3463516860337493,0.214496212661545,0.345508504079285,0.21743469731906245,0.3463516860337493
104,Eustoma,0.8556886672556694,0.9495335772898208,0.5449999999999999,0.7788813907161496,0.4823626249213402,0.5352641221846398,0.6699915682967957,0.7788813907161496
105,Exacum,1.0114042647073516,1.257316134209515,0.6111111111111112,0.9206198357143047,0.5701414949733211,0.7087650536878549,0.751264755480607,0.9206198357143047
106,Exallage,0.9950269901795212,1.0729724010993111,0.5925925925925926,0.9057125980138371,0.5609094162598826,0.6048481529658118,0.7284991568296794,0.9057125980138371
107,Exostema,0.21455915517640498,0.3510231045086939,0.1049382716049383,0.309543429150325,0.12094973470166658,0.19787617667787274,0.12900505902192244,0.309543429150325
108,Fadogia,0.6931471805599453,0.6958654047974353,0.5,1.0,0.3907359139674362,0.3922681556145442,0.614671163575042,1.0
109,Fagraea,0.6901856760188042,0.6901857131573994,0.4970414201183433,0.9957274520849256,0.3890664760528699,0.3890664413911668,0.6110340560982668,0.9957274520849256
110,Faramea,0.8981370031878679,1.021218923608283,0.5562130177514794,0.8175195311866702,0.5062912937553757,0.5756740612203627,0.6837762056337746,0.8175195311866702
111,Feretia,0.5004024235381879,0.7913473065443453,0.31999999999999984,0.7219280948873623,0.2820832339745835,0.446092514800402,0.3933895446880267,0.7219280948873623
112,Forsteronia,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
113,Frasera,0.9276173343271816,0.9665722427905943,0.5511111111111111,0.8443536850036222,0.5229097327461785,0.5448690340599,0.6775042158516019,0.8443536850036222
114,Funastrum,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
115,Funtumia,0.6909233093138181,0.6909555238369107,0.49777777777777776,0.9967916319816367,0.3894822893574371,0.38950039343612036,0.6119392917369307,0.9967916319816367
116,Galianthe,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
117,Galium,1.1250609684540698,1.1349906019381395,0.6515233459527673,0.8115599399432105,0.634211229746136,0.6398085994686256,0.8009452263061843,0.8115599399432105
118,Gardenia,0.8296229666616742,0.8411399144867011,0.47940551403085196,0.5154737316998824,0.46766905675798326,0.4741612395079793,0.5893534902672698,0.5154737316998824
119,Gardneria,0.1499949236104149,0.2465484147730323,0.06658739595719365,0.21639693245126446,0.08455405318109437,0.1389824688308222,0.08185870430488054,0.21639693245126446
120,Geissospermum,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
121,Gelsemium,0.8318894561691431,0.8644854560448667,0.4685969371938744,0.5168819808096856,0.46894670582593884,0.4873214174184045,0.5760660492653193,0.5168819808096856
122,Geniostoma,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
123,Genipa,0.18490739916777557,0.3032396389854655,0.08677685950413205,0.2667649878030259,0.10423466132372727,0.17094003103757574,0.10667846640558559,0.2667649878030259
124,Gentiana,1.2958664255579295,1.2958809133837974,0.6620540761077442,0.7232368226948612,0.7304964463118123,0.7305045088958367,0.8138910986214932,0.7232368226948612
125,Gentianella,1.3710910732674968,1.377072673883986,0.7121498040354188,0.8519067822839281,0.7729015404967611,0.7762733341929902,0.8754758973723781,0.8519067822839281
126,Gentianopsis,1.1289106357375098,1.1792080804023566,0.64375,0.8143368878926562,0.6363813363362693,0.6647345529698395,0.7913891231028667,0.8143368878926562
127,Gomphocarpus,0.5731459930403118,0.7128512810904015,0.278393351800554,0.4134374409323191,0.3230897127020952,0.40184330954374153,0.34224073096560514,0.4134374409323191
128,Gongronemopsis,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
129,Gonioma,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
130,Guettarda,0.48504514255633646,0.48517958008591544,0.3067932797662527,0.6997722217733069,0.27342613864361653,0.27350188371204187,0.3771539645018519,0.6997722217733069
131,Guettardella,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
132,Gymnema,0.46583323421935474,0.5253753660557828,0.18449341574845435,0.25998647821855797,0.2625961406667872,0.29616075813972914,0.22680556506007285,0.25998647821855797
133,Gynochthodes,0.9876308428352696,1.0412022653510768,0.5204081632653061,0.6136495451021066,0.5567401135873111,0.5869389244459498,0.6397597824964724,0.6136495451021066
134,Halenia,0.8580281716765199,0.8581234609128774,0.49312786339025416,0.7810108994108746,0.483681433428032,0.4837350800617132,0.6062229551627238,0.7810108994108746
135,Hamelia,0.6730116670092565,0.675273474551831,0.48,0.9709505944546688,0.3793852679414705,0.3806602233300848,0.5900843170320403,0.9709505944546688
136,Hancornia,0.6365141682948128,1.0662472192320789,0.4444444444444444,0.9182958340544894,0.35881116201177005,0.6010570826395042,0.5463743676222595,0.9182958340544894
137,Haplophyton,0.3250829733914482,0.3569515017017758,0.17999999999999994,0.46899559358928117,0.18325342190780802,0.20121808937628838,0.22128161888701506,0.46899559358928117
138,Hedyotis,0.5488743844849944,0.548878129571415,0.36281179138322006,0.7918583525674836,0.30940749712320403,0.3094095640619111,0.44601989193653857,0.7918583525674836
139,Heinsia,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
140,Helia,1.4068820499195938,1.4555668003132483,0.7354570637119113,0.8741449664198834,0.7930773709208955,0.8205214689453489,0.9041284982225687,0.8741449664198834
141,Hemidesmus,0.8568590368853669,1.0338812068259233,0.46502835538752363,0.6180931416277061,0.48302237722181146,0.5828119508889814,0.5716790406028747,0.6180931416277061
142,Heterophyllaea,0.7589367727620595,0.9001105919054713,0.4387755102040817,0.6908140210976048,0.4278223469207833,0.5074037584016078,0.5394053068107513,0.6908140210976048
143,Heterostemma,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
144,Himalrandia,0.9368883075390159,1.1017291467197388,0.5679012345679012,0.8527924884900403,0.5281358986931672,0.6210586952463056,0.6981450252951095,0.8527924884900403
145,Himatanthus,1.3239277373588991,1.411171169320542,0.6862244897959184,0.8226025540535465,0.7463149659872723,0.7954950886039922,0.8436048112330935,0.8226025540535465
146,Hintonia,1.0850861252397617,1.2605869209623382,0.5591715976331362,0.6742019166173902,0.6116769003322449,0.7106088376697759,0.6874133131105501,0.6742019166173902
147,Hoffmannia,1.198849312913621,1.232287076508673,0.6527777777777779,0.8647869792568111,0.6758066614540967,0.694655856372697,0.8024873524451939,0.8647869792568111
148,Holarrhena,0.6976409088895139,0.7023644463465799,0.43334063846884374,0.635020121370835,0.39326908599095495,0.3959317477749956,0.5327239889439916,0.635020121370835
149,Hoodia,0.3144922012814106,0.31788933147243403,0.17233560090702937,0.45371633918694476,0.17728326847417014,0.17919824852125163,0.21185944866985562,0.45371633918694476
150,Hoppea,0.3250829733914482,0.525614975403492,0.17999999999999994,0.46899559358928117,0.18325342190780802,0.2962958289684352,0.22128161888701506,0.46899559358928117
151,Hoya,0.9281295378383555,0.9285254732313628,0.4850000000000001,0.6695039407709805,0.5231984684038986,0.5234215874427832,0.5962310286677909,0.6695039407709805
152,Hunteria,0.20821546401080418,0.21082164812108803,0.10097777777777761,0.30039141736478164,0.11737371501200153,0.11884283728137196,0.12413625632377717,0.30039141736478164
153,Hydnophytum,0.5004024235381879,0.7913473065443453,0.31999999999999984,0.7219280948873623,0.2820832339745835,0.446092514800402,0.3933895446880267,0.7219280948873623
154,Hymenodictyon,1.2496898172233635,1.2610212371033915,0.6847034339229969,0.9014606509787908,0.7044661027317556,0.7108536671877115,0.8417349128665509,0.9014606509787908
155,Ichnocarpus,0.6365141682948128,1.0662472192320789,0.4444444444444444,0.9182958340544894,0.35881116201177005,0.6010570826395042,0.5463743676222595,0.9182958340544894
156,Isertia,0.7304179453192747,0.7552715401189719,0.42240587695133147,0.6648550656617802,0.41174591983767206,0.4257561476516691,0.5192814237732218,0.6648550656617802
157,Ixanthus,0.9502705392332347,1.489524654318191,0.5599999999999999,0.8649735207179272,0.5356796335284449,0.8396639419973386,0.688431703204047,0.8649735207179272
158,Ixora,1.1890654761209853,1.2474645133748166,0.6467764060356653,0.7388079197927261,0.6702913877597126,0.7032115700572584,0.7951096121416525,0.7388079197927261
159,Jasminanthes,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
160,Keetia,0.6829081047004717,0.6911304685943378,0.48979591836734704,0.9852281360342515,0.3849640161997768,0.38959901201502545,0.602126854114327,0.9852281360342515
161,Kibatalia,0.48257756517701206,0.49432329666703323,0.3046875,0.6962122601251458,0.2720351337753333,0.27865631273525404,0.3745652403035412,0.6962122601251458
162,Knoxia,0.8675632284814612,1.3349058980149193,0.5,0.7896900821428474,0.48905646666758207,0.7525033877574642,0.614671163575042,0.7896900821428474
163,Kopsia,0.17813688696133076,0.1978336026430951,0.06736030459405418,0.12849860170925487,0.10041803716480652,0.11152131129435557,0.08280887360719306,0.12849860170925487
164,Ladenbergia,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
165,Lamprothamnus,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
166,Lasianthus,0.7077858865682289,0.7944829490776003,0.4224,0.6442544780072551,0.3989879394129218,0.4478601162714717,0.5192741989881955,0.6442544780072551
167,Leichhardtia,0.5982695885852573,0.6358207455054197,0.40816326530612246,0.8631205685666311,0.33725220422297575,0.3584202195156961,0.5017723784286058,0.8631205685666311
168,Leptactina,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
169,Leptadenia,0.5546026418180305,0.6485263078952034,0.25736961451247176,0.4000612405073954,0.31263658890520685,0.36558250620264066,0.3163953608424821,0.4000612405073954
170,Leptopetalum,1.1437083894262499,1.379479228694371,0.6388888888888888,0.825011210824177,0.644723018989532,0.7776299396663285,0.7854131534569981,0.825011210824177
171,Leptostigma,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
172,Lerchea,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
173,Leuconotis,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
174,Lisianthius,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
175,Lomatogonium,0.8304717124362917,0.9562421018921801,0.5,0.7559279292634754,0.4681475055856958,0.539045802599444,0.614671163575042,0.7559279292634754
176,Luculia,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
177,Macoubea,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
178,Malouetia,0.6365141682948128,0.6463081169323078,0.4444444444444444,0.9182958340544894,0.35881116201177005,0.36433208381949433,0.5463743676222595,0.9182958340544894
179,Mandevilla,0.8058274790573101,0.89318295231652,0.5066162570888468,0.73349578133178,0.45425523663700834,0.5034985600894266,0.6228048084616682,0.73349578133178
180,Marsdenia,0.9867359271590836,1.1280801808816814,0.5020576131687243,0.550707806547382,0.5562356381967082,0.6359131074616249,0.6172006745362563,0.550707806547382
181,Mascarenhasia,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
182,Matelea,0.5503536168824767,0.5860270679457384,0.28303850156087396,0.5009534506023884,0.31024135930862556,0.3303508918512646,0.3479512101819175,0.5009534506023884
183,Melanopsidium,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
184,Melodinus,0.24534655138844558,0.31997839454257054,0.08826905417814501,0.15244238345136626,0.13830498295914528,0.18037587987328507,0.10851288447869764,0.15244238345136626
185,Metagentiana,1.266022470618998,1.2776136407626282,0.6920332936979787,0.9132421700080109,0.7136730279433697,0.7202070156021444,0.8507458197400107,0.9132421700080109
186,Mexotis,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
187,Microplumeria,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
188,Mitchella,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
189,Mitracarpus,1.144717959157672,1.1601895557106443,0.6096938775510206,0.8257394614466541,0.6452921263346739,0.6540135693544816,0.74952249027773,0.8257394614466541
190,Mitragyna,1.0088999141970967,1.0088999647132622,0.6032523947427044,0.9183402776426478,0.5687297606217094,0.5687297078274133,0.7416037028118574,0.9183402776426478
191,Mondia,0.4741393130578373,0.5124438382305263,0.2975206611570247,0.6840384356390417,0.2672783833382762,0.2888710918704767,0.36575474196200836,0.6840384356390417
192,Morinda,1.4223447525787911,1.426060115583215,0.7284650750309227,0.7938257210336279,0.80179389379713,0.8038881764759248,0.8955329505860752,0.7938257210336279
193,Mostuea,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
194,Mussaenda,0.3650231342355872,0.3662643987367465,0.20975056689342408,0.5266170655714281,0.2057682004269012,0.20646788756736173,0.25785525002581133,0.5266170655714281
195,Mycetia,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
196,Nauclea,0.9891612239866001,0.9927949238022962,0.5454222222222223,0.7135289962425626,0.55760280897821,0.5596510919762914,0.670510623946037,0.7135289962425626
197,Neolamarckia,0.8739004142690673,0.9115391417791188,0.5121107266435986,0.7954584372331486,0.4926288191926279,0.5138461769345274,0.629559392450562,0.7954584372331486
198,Neonauclea,1.1903704694182586,1.1907605778104258,0.6587771203155819,0.8586707865251947,0.6710270291401184,0.6712468423001652,0.8098625981619884,0.8586707865251947
199,Nerium,0.6541434005806429,0.6956045255523056,0.30491863905325445,0.40644214699237574,0.36874898529510713,0.39212109467485723,0.3748493893251643,0.40644214699237574
200,Nernstia,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
201,Notopleura,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
202,Ochrosia,0.167944147734173,0.18716398060895095,0.07679999999999998,0.24229218908241482,0.0946722599482882,0.10550671001143021,0.09441349072512643,0.24229218908241482
203,Odontadenia,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
204,Oldenlandia,0.9091022433818037,0.9092508134435584,0.5321361058601135,0.8275005229405759,0.5124725396281337,0.5125562172247297,0.6541774387386554,0.8275005229405759
205,Oncinotis,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
