,Genus,H,Hbc,G,J,H_minmax,Hbc_minmax,G_minmax,J_minmax
206,Ophiorrhiza,1.2206159169009734,1.2216135267111592,0.6746875,0.8804882650715847,0.6880767739806957,0.6886390409597372,0.8294219013490723,0.8804882650715847
207,Orbea,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
208,Orphium,0.6730116670092565,0.7070860020527115,0.48,0.9709505944546688,0.3793852679414705,0.3985933486186455,0.5900843170320403,0.9709505944546688
209,Orthanthera,0.6365141682948128,1.0662472192320789,0.4444444444444444,0.9182958340544894,0.35881116201177005,0.6010570826395042,0.5463743676222595,0.9182958340544894
210,Orthosia,0.4135132270756885,0.5695492693404947,0.17800453514739223,0.29828674102204383,0.23310268475523246,0.3210621477595124,0.2188285094813641,0.29828674102204383
211,Oxyanthus,0.9743147528693494,1.147477030398024,0.59375,0.8868595071429147,0.5492336636885995,0.6468473575796106,0.7299220067453625,0.8868595071429147
212,Oxyceros,0.45056120886630463,0.716345036462323,0.2777777777777777,0.6500224216483541,0.2539871050220958,0.40381278376456586,0.3414839797639121,0.6500224216483541
213,Oxystelma,0.410116318288409,0.6556701949606576,0.24489795918367352,0.5916727785823274,0.23118780390901816,0.3696096059603877,0.3010634270571635,0.5916727785823274
214,Paederia,0.41955589232023316,0.5412715554087635,0.20301783264746243,0.3818962309523017,0.23650901229048849,0.30512164171836953,0.24957841483979779,0.3818962309523017
215,Palicourea,1.298804754759398,1.3459690370022441,0.6595555555555555,0.7248767354465067,0.7321528199915631,0.7587398195385908,0.8108195615514331,0.7248767354465067
216,Parahancornia,0.5004024235381879,0.5391223794591277,0.31999999999999984,0.7219280948873623,0.2820832339745835,0.303910123973641,0.3933895446880267,0.7219280948873623
217,Parepigynum,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
218,Parsonsia,0.9369181202504686,0.9484850196217782,0.5578512396694215,0.8528196251894568,0.5281527044991837,0.5346730369263947,0.6857901411787659,0.8528196251894568
219,Pauridiantha,0.6730116670092565,0.7070860020527115,0.48,0.9709505944546688,0.3793852679414705,0.3985933486186455,0.5900843170320403,0.9709505944546688
220,Pavetta,0.6546695645285007,0.7806605462020452,0.3641975308641976,0.5959059181125508,0.36904559062919623,0.44006825243577274,0.4477234401349072,0.5959059181125508
221,Pentagonia,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
222,Pentalinon,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
223,Pentanisia,0.6931471805599453,-0.0,0.5,1.0,0.3907359139674362,0.0,0.614671163575042,1.0
224,Pentas,0.6365141682948128,0.6373523863030217,0.4444444444444444,0.9182958340544894,0.35881116201177005,0.3592836248618984,0.5463743676222595,0.9182958340544894
225,Pergularia,0.7937300551584245,0.8781277219845143,0.3905325443786981,0.5725552071907912,0.4474357643570172,0.4950117357783271,0.48009818693435224,0.5725552071907912
226,Periploca,0.5893312392643586,0.6012668775767285,0.28585342098855615,0.4251126281638187,0.3322135426093771,0.33894176585455754,0.3514117097818843,0.4251126281638187
227,Petchia,0.5004024235381879,0.5041568199408336,0.31999999999999984,0.7219280948873623,0.2820832339745835,0.28419959454120797,0.3933895446880267,0.7219280948873623
228,Picralima,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
229,Pleiocarpa,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
230,Plocama,0.9543476355212897,0.954366454443853,0.5631507469443189,0.8686846536900495,0.5379779447516969,0.5379884763405642,0.6923050497848371,0.8686846536900495
231,Plumeria,1.3794697168745038,1.3866763777215683,0.6790600832837597,0.7089072008510768,0.777624688854584,0.7816870638675288,0.834797303058787,0.7089072008510768
232,Pogonopus,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
233,Posoqueria,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
234,Potalia,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
235,Prestonia,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
236,Prismatomeris,0.5799151714181009,0.5833098935524508,0.3911111111111112,0.8366407419411673,0.3269055849647759,0.32881918617888917,0.48080944350758853,0.8366407419411673
237,Psychotria,0.9431668890173477,1.0065690039368012,0.5365853658536586,0.6803510967579994,0.531675215220969,0.5674157156698949,0.6596471023732159,0.6803510967579994
238,Psydrax,1.4264444338582805,1.5483500003241963,0.7283950617283951,0.8862997589642573,0.8041049364683595,0.8728245357300882,0.8954468802698143,0.8862997589642573
239,Pyrostria,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
240,Rauvolfia,0.6992503091715774,0.7399816369739577,0.3080272898824211,0.3593435747848093,0.3941763254745571,0.41713703529909324,0.3786709853697891,0.3593435747848093
241,Remijia,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
242,Rennellia,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
243,Rhazya,0.09650896073594721,0.15895149341415557,0.03844675124951924,0.13923299905509873,0.05440333314022118,0.08960297310928766,0.04726421865244439,0.13923299905509873
244,Rhodopentas,0.6931471805599453,0.6938247437862991,0.5,1.0,0.3907359139674362,0.39111780911714084,0.614671163575042,1.0
245,Richardia,1.2130075659799042,1.5783733070193486,0.65625,0.875,0.6837878494430133,0.8897490545545088,0.8067559021922427,0.875
246,Ridsdalea,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
247,Rondeletia,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
248,Rosenbergiodendron,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
249,Rothmannia,1.0335620542068176,1.3564581649948109,0.5454545454545455,0.7455574250275929,0.5826321237667296,0.7646526740407438,0.6705503602636823,0.7455574250275929
250,Rubia,1.3572911145728053,1.357789952325872,0.7112344224688449,0.8433323858514366,0.7651223276188739,0.765403419452751,0.8743505800670959,0.8433323858514366
251,Rudgea,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
252,Ruehssia,0.5623351446188083,0.8922673623509298,0.375,0.8112781244591328,0.3169954994423267,0.5029824304117259,0.46100337268128155,0.8112781244591328
253,Salzmannia,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
254,Saprosma,0.6571577614973405,0.6571581732856894,0.46444444444444455,0.9480782435939054,0.3704482190233062,0.3704483982169514,0.5709612141652614,0.9480782435939054
255,Sarcolobus,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
256,Schenkia,1.2319253440933458,1.2479253835491553,0.6631944444444445,0.8886462923344499,0.6944520424581495,0.7034713684205903,0.8152930016863406,0.8886462923344499
257,Schizozygia,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
258,Schradera,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
259,Schultesia,0.6365141682948128,1.0662472192320789,0.4444444444444444,0.9182958340544894,0.35881116201177005,0.6010570826395042,0.5463743676222595,0.9182958340544894
260,Schumanniophyton,0.7607552592443028,1.0221227815731773,0.3765432098765431,0.5487689199209766,0.42884745096449123,0.5761835774204529,0.462900505902192,0.5487689199209766
261,Scleromitrion,1.1856068272847127,1.1867021931416533,0.6544887502784584,0.8552345450838764,0.6683417032597458,0.6689590793824827,0.8045907233608703,0.8552345450838764
262,Scyphiphora,0.5010469137590965,0.6428660897866849,0.25396825396825395,0.45607255528384366,0.282446541339271,0.36239176945599794,0.3122139243555769,0.45607255528384366
263,Secamone,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
264,Sherardia,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
265,Simira,1.0466304865832217,1.0504287341243403,0.6349206349206351,0.9526841246715821,0.5899989659207882,0.5921400019295715,0.7805348108889425,0.9526841246715821
266,Singaporandia,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
267,Sinomarsdenia,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
268,Solenandra,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
269,Solenostemma,0.5840859317593606,0.5840860238924885,0.3949652777777779,0.8426578772022391,0.3292566958104765,0.3292567006966453,0.48554753372681286,0.8426578772022391
270,Spermacoce,1.4819204596710276,1.4836792261621163,0.7481737793156478,0.9207689518322478,0.8353774803914464,0.8363687999975317,0.9197616949765719,0.9207689518322478
271,Spigelia,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
272,Stapelia,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
273,Stenostomum,1.001768065425116,1.0055645287110455,0.6065088757396451,0.9118485891320205,0.5647094464281982,0.566849480243545,0.7456070327389565,0.9118485891320205
274,Stephanotis,0.31539628742266146,0.5110563258597707,0.13991769547325095,0.2870860727445791,0.17779291337299463,0.2880889335467315,0.1720067453625631,0.2870860727445791
275,Strempeliopsis,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
276,Streptocaulon,0.304636097349238,0.3351658012076001,0.165289256198347,0.4394969869215132,0.1717272568707118,0.18893721365994373,0.20319707886778235,0.4394969869215132
277,Strophanthus,0.4079211388434061,0.5286604720629908,0.17899408284023643,0.29425290204158017,0.22995035323357457,0.298012614066984,0.2200450023449112,0.29425290204158017
278,Strumpfia,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
279,Strychnos,0.9764865086894494,0.9769421334170494,0.4843522628893515,0.5449874971835086,0.5504579101676739,0.5507146729462709,0.5954347380208047,0.5449874971835086
280,Swertia,1.1580808209411904,1.1737104899281956,0.6392827287777214,0.6463372125724706,0.6528249421040255,0.661635491483587,0.7858973175024601,0.6463372125724706
281,Syringantha,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
282,Tabernaemontana,0.46024461869497746,0.47317549148012433,0.212532968985381,0.2859660600382573,0.2594457667549058,0.26673502669520543,0.2612757746886049,0.2859660600382573
283,Tabernanthe,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
284,Tamilnadia,0.9556998911125343,1.1825433026691297,0.5714285714285715,0.8699155297736259,0.5387402284905354,0.6666146600683271,0.7024813298000482,0.8699155297736259
285,Tarenna,0.7855964644201249,0.8348671457435723,0.4736420445441437,0.5666880616794086,0.4428507554294771,0.47062520019850973,0.5822682132760214,0.5666880616794086
286,Telosma,0.4620369094664569,0.4658402059648452,0.2873345935727789,0.6665783579949204,0.2604561039420581,0.2626000332034364,0.3532325779334836,0.6665783579949204
287,Thevetia,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
288,Thiollierea,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
289,Timonius,0.5623351446188083,0.8922673623509298,0.375,0.8112781244591328,0.3169954994423267,0.5029824304117259,0.46100337268128155,0.8112781244591328
290,Tinadendron,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
291,Tocoyena,0.6365141682948128,0.6373523863030217,0.4444444444444444,0.9182958340544894,0.35881116201177005,0.3592836248618984,0.5463743676222595,0.9182958340544894
292,Trachelospermum,0.9717978009813076,1.000709310037891,0.5782136105860112,0.7010039341112662,0.547814825779468,0.5641125318898931,0.7108224656276595,0.7010039341112662
293,Tricalysia,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
294,Tripterospermum,0.7391274818612441,0.7474168095794436,0.4273426889995472,0.6727828274680205,0.41665559676690667,0.42132833641066203,0.525350455785278,0.6727828274680205
295,Uncaria,1.063602281506274,1.0834403460018083,0.6299345367982544,0.7672268685036444,0.5995661833702909,0.6107490662913888,0.7744051894197763,0.7672268685036444
296,Urceola,0.34883209584303193,0.38212976744837707,0.19753086419753085,0.5032583347756457,0.19664110540029192,0.21541139715951865,0.2428330522765598,0.5032583347756457
297,Utania,0.37677016125643675,0.6051244391127238,0.21875,0.5435644431995964,0.21239014951379484,0.3411163222248875,0.2689186340640809,0.5435644431995964
298,Vallaris,0.6365141682948128,1.0662472192320789,0.4444444444444444,0.9182958340544894,0.35881116201177005,0.6010570826395042,0.5463743676222595,0.9182958340544894
299,Vallesia,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
300,Vangueria,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
301,Veratrilla,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
302,Vinca,0.5079731467645703,0.5356102519941752,0.24069444444444443,0.3664251698710036,0.28635094730043925,0.30193029317092834,0.2958958684654299,0.3664251698710036
303,Vincetoxicum,1.1171630661661098,1.1205080967958447,0.5608333333333333,0.62350057881788,0.6297590814067046,0.6316446276118843,0.6894561551433388,0.62350057881788
304,Voacanga,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
305,Wendlandia,0.34883209584303193,0.5623257226734768,0.19753086419753085,0.5032583347756457,0.19664110540029192,0.3169901428738959,0.2428330522765598,0.5032583347756457
306,Wrightia,0.7450946108950836,0.7515246307514083,0.45411897166447746,0.6782143423849651,0.4200193435759399,0.4236439673122874,0.5582676734290118,0.6782143423849651
307,Xestaea,0.9433483923290393,1.087256154627757,0.58,0.858672711073255,0.531777530954728,0.6129000860166972,0.7130185497470487,0.858672711073255
308,Xysmalobium,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
309,Zeltnera,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
310,Amaioua,0.6931471805599453,-0.0,0.5,1.0,0.3907359139674362,0.0,0.614671163575042,1.0
311,Skytanthus,0.6931471805599453,-0.0,0.5,1.0,0.3907359139674362,0.0,0.614671163575042,1.0
