,Genus,identified_compounds_count,identified_Terpenoids_count,mean_identified_as_Terpenoids,expected_total_mean_for_Terpenoids,weigthing_factor_for_Terpenoids,norm_mean_identified_as_Terpenoids,identified_Fatty_acids_count,mean_identified_as_Fatty_acids,expected_total_mean_for_Fatty_acids,weigthing_factor_for_Fatty_acids,norm_mean_identified_as_Fatty_acids,identified_Polyketides_count,mean_identified_as_Polyketides,expected_total_mean_for_Polyketides,weigthing_factor_for_Polyketides,norm_mean_identified_as_Polyketides,identified_Carbohydrates_count,mean_identified_as_Carbohydrates,expected_total_mean_for_Carbohydrates,weigthing_factor_for_Carbohydrates,norm_mean_identified_as_Carbohydrates,identified_Amino_acids_and_Peptides_count,mean_identified_as_Amino_acids_and_Peptides,expected_total_mean_for_Amino_acids_and_Peptides,weigthing_factor_for_Amino_acids_and_Peptides,norm_mean_identified_as_Amino_acids_and_Peptides,identified_Shikimates_and_Phenylpropanoids_count,mean_identified_as_Shikimates_and_Phenylpropanoids,expected_total_mean_for_Shikimates_and_Phenylpropanoids,weigthing_factor_for_Shikimates_and_Phenylpropanoids,norm_mean_identified_as_Shikimates_and_Phenylpropanoids,identified_Alkaloids_count,mean_identified_as_Alkaloids,expected_total_mean_for_Alkaloids,weigthing_factor_for_Alkaloids,norm_mean_identified_as_Alkaloids
10,Alstonia,485,34,0.07010309278350516,0.376865671641791,1.0,0.07010309278350516,3,0.006185567010309278,0.030612244897959183,1.0,0.006185567010309278,1,0.002061855670103093,0.06663113006396588,1.0,0.002061855670103093,1,0.002061855670103093,0.013402375875723424,1.0,0.002061855670103093,0,0.0,0.011422479439537008,1.0,0.0,12,0.024742268041237112,0.17415473652147426,1.0,0.024742268041237112,434,0.8948453608247423,0.3269113615595492,1.0,0.8948453608247423
11,Alyxia,17,8,0.47058823529411764,0.376865671641791,0.4255574831883411,0.4167500099476342,0,0.0,0.030612244897959183,0.4255574831883411,0.01758497500443854,0,0.0,0.06663113006396588,0.4255574831883411,0.03827575405194956,0,0.0,0.013402375875723424,0.4255574831883411,0.007698894529306425,0,0.0,0.011422479439537008,0.4255574831883411,0.006561557837477066,9,0.5294117647058824,0.17415473652147426,0.4255574831883411,0.32533702332060055,0,0.0,0.3269113615595492,0.4255574831883411,0.18779178530859364
12,Amaioua,1,0,0.0,0.376865671641791,0.13010847436299786,0.3278322540646911,0,0.0,0.030612244897959183,0.13010847436299786,0.026629332417459246,0,0.0,0.06663113006396588,0.13010847436299786,0.0579618553862608,0,0.0,0.013402375875723424,0.13010847436299786,0.011658613197693601,1,1.0,0.011422479439537008,0.13010847436299786,0.140044792429214,0,0.0,0.17415473652147426,0.13010847436299786,0.15149572944957537,0,0.0,0.3269113615595492,0.13010847436299786,0.2843774230551059
13,Amalocalyx,3,3,1.0,0.376865671641791,0.15446526508353473,0.4731182808542921,0,0.0,0.030612244897959183,0.15446526508353473,0.025883716374993832,0,0.0,0.06663113006396588,0.15446526508353473,0.05633893489581991,0,0.0,0.013402375875723424,0.15446526508353473,0.011332174333330634,0,0.0,0.011422479439537008,0.15446526508353473,0.0096581031249977,0,0.0,0.17415473652147426,0.15446526508353473,0.14725387897913159,0,0.0,0.3269113615595492,0.15446526508353473,0.27641491143743413
14,Amsonia,59,12,0.2033898305084746,0.376865671641791,0.9801596942659225,0.20683164423403586,0,0.0,0.030612244897959183,0.9801596942659225,0.0006073562979819633,0,0.0,0.06663113006396588,0.9801596942659225,0.001321981991876164,2,0.03389830508474576,0.013402375875723424,0.9801596942659225,0.03349165958293475,0,0.0,0.011422479439537008,0.9801596942659225,0.0002266254843216281,6,0.1016949152542373,0.17415473652147426,0.9801596942659225,0.10313254026161589,39,0.6610169491525424,0.3269113615595492,0.9801596942659225,0.6543881921472338
15,Anodendron,65,62,0.9538461538461539,0.376865671641791,0.9890130573694068,0.9475069023892027,0,0.0,0.030612244897959183,0.9890130573694068,0.00033633497848754656,0,0.0,0.06663113006396588,0.9890130573694068,0.0007320724034243862,1,0.015384615384615385,0.013402375875723424,0.9890130573694068,0.015362836632851094,0,0.0,0.011422479439537008,0.9890130573694068,0.00012549812630132336,2,0.03076923076923077,0.17415473652147426,0.9890130573694068,0.03234459909498926,0,0.0,0.3269113615595492,0.9890130573694068,0.003591756374743874
16,Anthocleista,26,16,0.6153846153846154,0.376865671641791,0.6456563062257954,0.5308669318236613,1,0.038461538461538464,0.030612244897959183,0.6456563062257954,0.03568019078670169,5,0.19230769230769232,0.06663113006396588,0.6456563062257954,0.14777499502140656,1,0.038461538461538464,0.013402375875723424,0.6456563062257954,0.029581982227992413,0,0.0,0.011422479439537008,0.6456563062257954,0.00404748355666545,3,0.11538461538461539,0.17415473652147426,0.6456563062257954,0.13620943719180742,0,0.0,0.3269113615595492,0.6456563062257954,0.11583897939176518
17,Antirhea,2,0,0.0,0.376865671641791,0.1418510649004878,0.3234068747949654,0,0.0,0.030612244897959183,0.1418510649004878,0.02626986536018915,0,0.0,0.06663113006396588,0.1418510649004878,0.05717943330886942,0,0.0,0.013402375875723424,0.1418510649004878,0.011501234585555449,0,0.0,0.011422479439537008,0.1418510649004878,0.009802188567234757,0,0.0,0.17415473652147426,0.1418510649004878,0.14945070168843927,2,1.0,0.3269113615595492,0.1418510649004878,0.42238970169474654
18,Antonia,9,3,0.3333333333333333,0.376865671641791,0.24973989440488234,0.36599391006943915,0,0.0,0.030612244897959183,0.24973989440488234,0.022967146089646458,0,0.0,0.06663113006396588,0.24973989440488234,0.04999067867771306,0,0.0,0.013402375875723424,0.24973989440488234,0.010055267939745713,0,0.0,0.011422479439537008,0.24973989440488234,0.008569830630465097,6,0.6666666666666666,0.17415473652147426,0.24973989440488234,0.2971546139490794,0,0.0,0.3269113615595492,0.24973989440488234,0.24526855264391106
19,Apocynum,54,23,0.42592592592592593,0.376865671641791,0.9677045353015494,0.42434150221559563,4,0.07407407407407407,0.030612244897959183,0.9677045353015494,0.07267045410418677,0,0.0,0.06663113006396588,0.9677045353015494,0.0021518833087986787,1,0.018518518518518517,0.013402375875723424,0.9677045353015494,0.01835329031440589,0,0.0,0.011422479439537008,0.9677045353015494,0.00036889428150834494,26,0.48148148148148145,0.17415473652147426,0.9677045353015494,0.4715562214387358,0,0.0,0.3269113615595492,0.9677045353015494,0.010557754336768832
20,Apteranthes,1,0,0.0,0.376865671641791,0.13010847436299786,0.3278322540646911,0,0.0,0.030612244897959183,0.13010847436299786,0.026629332417459246,0,0.0,0.06663113006396588,0.13010847436299786,0.0579618553862608,0,0.0,0.013402375875723424,0.13010847436299786,0.011658613197693601,0,0.0,0.011422479439537008,0.13010847436299786,0.009936318066216138,1,1.0,0.17415473652147426,0.13010847436299786,0.28160420381257323,0,0.0,0.3269113615595492,0.13010847436299786,0.2843774230551059
21,Araujia,36,35,0.9722222222222222,0.376865671641791,0.8320183851339245,0.8722132674346249,0,0.0,0.030612244897959183,0.8320183851339245,0.005142294332634966,0,0.0,0.06663113006396588,0.8320183851339245,0.011192804828496505,0,0.0,0.013402375875723424,0.8320183851339245,0.002251352742646154,0,0.0,0.011422479439537008,0.8320183851339245,0.0019187665420279721,0,0.0,0.17415473652147426,0.8320183851339245,0.02925479387745315,1,0.027777777777777776,0.3269113615595492,0.8320183851339245,0.07802672024211624
22,Argostemma,1,0,0.0,0.376865671641791,0.13010847436299786,0.3278322540646911,0,0.0,0.030612244897959183,0.13010847436299786,0.026629332417459246,0,0.0,0.06663113006396588,0.13010847436299786,0.0579618553862608,0,0.0,0.013402375875723424,0.13010847436299786,0.011658613197693601,0,0.0,0.011422479439537008,0.13010847436299786,0.009936318066216138,0,0.0,0.17415473652147426,0.13010847436299786,0.15149572944957537,1,1.0,0.3269113615595492,0.13010847436299786,0.4144858974181037
23,Asclepias,289,251,0.8685121107266436,0.376865671641791,0.9999999999979228,0.8685121107256223,16,0.05536332179930796,0.030612244897959183,0.9999999999979228,0.05536332179925654,0,0.0,0.06663113006396588,0.9999999999979228,1.3840800100437553e-13,2,0.006920415224913495,0.013402375875723424,0.9999999999979228,0.006920415224926959,1,0.0034602076124567475,0.011422479439537008,0.9999999999979228,0.003460207612473287,15,0.05190311418685121,0.17415473652147426,0.9999999999979228,0.05190311418710515,4,0.01384083044982699,0.3269113615595492,0.9999999999979228,0.013840830450477308
24,Asperula,5,2,0.4,0.376865671641791,0.18242552380635635,0.38108596361044556,0,0.0,0.030612244897959183,0.18242552380635635,0.02502779008756052,1,0.2,0.06663113006396588,0.18242552380635635,0.09096101602150872,0,0.0,0.013402375875723424,0.18242552380635635,0.010957440436344904,0,0.0,0.011422479439537008,0.18242552380635635,0.009338727644612134,2,0.4,0.17415473652147426,0.18242552380635635,0.21535467701072888,0,0.0,0.3269113615595492,0.18242552380635635,0.2672743851887993
25,Aspidosperma,140,1,0.007142857142857143,0.376865671641791,0.9999938558253978,0.007145128784383843,0,0.0,0.030612244897959183,0.9999938558253978,1.880869776185904e-07,3,0.02142857142857143,0.06663113006396588,0.9999938558253978,0.02142884916098415,0,0.0,0.013402375875723424,0.9999938558253978,8.23465374648555e-08,0,0.0,0.011422479439537008,0.9999938558253978,7.018170806663821e-08,2,0.014285714285714285,0.17415473652147426,0.9999938558253978,0.014286696548900387,134,0.9571428571428572,0.3269113615595492,0.9999938558253978,0.9571389848905084
26,Baroniella,5,4,0.8,0.376865671641791,0.18242552380635635,0.4540561731329881,0,0.0,0.030612244897959183,0.18242552380635635,0.02502779008756052,0,0.0,0.06663113006396588,0.18242552380635635,0.05447591126023745,0,0.0,0.013402375875723424,0.18242552380635635,0.010957440436344904,0,0.0,0.011422479439537008,0.18242552380635635,0.009338727644612134,1,0.2,0.17415473652147426,0.18242552380635635,0.1788695722494576,0,0.0,0.3269113615595492,0.18242552380635635,0.2672743851887993
27,Bathysa,2,0,0.0,0.376865671641791,0.1418510649004878,0.3234068747949654,0,0.0,0.030612244897959183,0.1418510649004878,0.02626986536018915,0,0.0,0.06663113006396588,0.1418510649004878,0.05717943330886942,0,0.0,0.013402375875723424,0.1418510649004878,0.011501234585555449,0,0.0,0.011422479439537008,0.1418510649004878,0.009802188567234757,2,1.0,0.17415473652147426,0.1418510649004878,0.29130176658892704,0,0.0,0.3269113615595492,0.1418510649004878,0.2805386367942587
28,Beaumontia,16,9,0.5625,0.376865671641791,0.401312339887548,0.4513630183186773,0,0.0,0.030612244897959183,0.401312339887548,0.01832717326874853,0,0.0,0.06663113006396588,0.401312339887548,0.03989123534864419,0,0.0,0.013402375875723424,0.401312339887548,0.008023837052984432,0,0.0,0.011422479439537008,0.401312339887548,0.006838497488339004,7,0.4375,0.17415473652147426,0.401312339887548,0.27983844040634426,0,0.0,0.3269113615595492,0.401312339887548,0.1957177981162623
29,Benkara,1,0,0.0,0.376865671641791,0.13010847436299786,0.3278322540646911,0,0.0,0.030612244897959183,0.13010847436299786,0.026629332417459246,0,0.0,0.06663113006396588,0.13010847436299786,0.0579618553862608,0,0.0,0.013402375875723424,0.13010847436299786,0.011658613197693601,0,0.0,0.011422479439537008,0.13010847436299786,0.009936318066216138,1,1.0,0.17415473652147426,0.13010847436299786,0.28160420381257323,0,0.0,0.3269113615595492,0.13010847436299786,0.2843774230551059
30,Blackstonia,10,0,0.0,0.376865671641791,0.2689414213699951,0.2755108822448899,0,0.0,0.030612244897959183,0.2689414213699951,0.02237934424377566,2,0.2,0.06663113006396588,0.2689414213699951,0.1024995435110729,0,0.0,0.013402375875723424,0.2689414213699951,0.009797921857971433,0,0.0,0.011422479439537008,0.2689414213699951,0.00835050158349838,8,0.8,0.17415473652147426,0.2689414213699951,0.34247045123906805,0,0.0,0.3269113615595492,0.2689414213699951,0.23899135531972365
31,Boucerosia,7,7,1.0,0.376865671641791,0.2141650169574414,0.5103192456413908,0,0.0,0.030612244897959183,0.2141650169574414,0.024056172950282406,0,0.0,0.06663113006396588,0.2141650169574414,0.05236107296392315,0,0.0,0.013402375875723424,0.2141650169574414,0.010532055819029114,0,0.0,0.011422479439537008,0.2141650169574414,0.00897618393667254,0,0.0,0.17415473652147426,0.2141650169574414,0.13685688442113397,0,0.0,0.3269113615595492,0.2141650169574414,0.2568983842675681
32,Bousigonia,3,0,0.0,0.376865671641791,0.15446526508353473,0.3186530157707574,0,0.0,0.030612244897959183,0.15446526508353473,0.025883716374993832,0,0.0,0.06663113006396588,0.15446526508353473,0.05633893489581991,0,0.0,0.013402375875723424,0.15446526508353473,0.011332174333330634,0,0.0,0.011422479439537008,0.15446526508353473,0.0096581031249977,0,0.0,0.17415473652147426,0.15446526508353473,0.14725387897913159,3,1.0,0.3269113615595492,0.15446526508353473,0.4308801765209689
33,Bouvardia,3,2,0.6666666666666666,0.376865671641791,0.15446526508353473,0.4216298591597805,0,0.0,0.030612244897959183,0.15446526508353473,0.025883716374993832,0,0.0,0.06663113006396588,0.15446526508353473,0.05633893489581991,0,0.0,0.013402375875723424,0.15446526508353473,0.011332174333330634,1,0.3333333333333333,0.011422479439537008,0.15446526508353473,0.061146524819509274,0,0.0,0.17415473652147426,0.15446526508353473,0.14725387897913159,0,0.0,0.3269113615595492,0.15446526508353473,0.27641491143743413
34,Breonadia,2,0,0.0,0.376865671641791,0.1418510649004878,0.3234068747949654,0,0.0,0.030612244897959183,0.1418510649004878,0.02626986536018915,0,0.0,0.06663113006396588,0.1418510649004878,0.05717943330886942,0,0.0,0.013402375875723424,0.1418510649004878,0.011501234585555449,0,0.0,0.011422479439537008,0.1418510649004878,0.009802188567234757,2,1.0,0.17415473652147426,0.1418510649004878,0.29130176658892704,0,0.0,0.3269113615595492,0.1418510649004878,0.2805386367942587
35,Breonia,12,7,0.5833333333333334,0.376865671641791,0.31002551887238755,0.44087591558808004,0,0.0,0.030612244897959183,0.31002551887238755,0.02112166778962079,0,0.0,0.06663113006396588,0.31002551887238755,0.04597377939283132,0,0.0,0.013402375875723424,0.31002551887238755,0.0092472973407295,0,0.0,0.011422479439537008,0.31002551887238755,0.00788121932448537,0,0.0,0.17415473652147426,0.31002551887238755,0.12016232396732027,5,0.4166666666666667,0.3269113615595492,0.31002551887238755,0.3547377965969328
36,Buchozia,1,1,1.0,0.376865671641791,0.13010847436299786,0.45794072842768896,0,0.0,0.030612244897959183,0.13010847436299786,0.026629332417459246,0,0.0,0.06663113006396588,0.13010847436299786,0.0579618553862608,0,0.0,0.013402375875723424,0.13010847436299786,0.011658613197693601,0,0.0,0.011422479439537008,0.13010847436299786,0.009936318066216138,0,0.0,0.17415473652147426,0.13010847436299786,0.15149572944957537,0,0.0,0.3269113615595492,0.13010847436299786,0.2843774230551059
37,Burchellia,1,1,1.0,0.376865671641791,0.13010847436299786,0.45794072842768896,0,0.0,0.030612244897959183,0.13010847436299786,0.026629332417459246,0,0.0,0.06663113006396588,0.13010847436299786,0.0579618553862608,0,0.0,0.013402375875723424,0.13010847436299786,0.011658613197693601,0,0.0,0.011422479439537008,0.13010847436299786,0.009936318066216138,0,0.0,0.17415473652147426,0.13010847436299786,0.15149572944957537,0,0.0,0.3269113615595492,0.13010847436299786,0.2843774230551059
38,Callichilia,22,0,0.0,0.376865671641791,0.549833997312478,0.1696521129531333,0,0.0,0.030612244897959183,0.549833997312478,0.013780591919005776,0,0.0,0.06663113006396588,0.549833997312478,0.0299950694754479,0,0.0,0.013402375875723424,0.549833997312478,0.006033293974490091,0,0.0,0.011422479439537008,0.549833997312478,0.005142011910076782,0,0.0,0.17415473652147426,0.549833997312478,0.07839854158897068,22,1.0,0.3269113615595492,0.549833997312478,0.6969983781788754
39,Calotropis,72,64,0.8888888888888888,0.376865671641791,0.9945137011005495,0.886079776475613,2,0.027777777777777776,0.030612244897959183,0.9945137011005495,0.027793328511619756,0,0.0,0.06663113006396588,0.9945137011005495,0.0003655582955390801,0,0.0,0.013402375875723424,0.9945137011005495,7.352944001700355e-05,1,0.013888888888888888,0.011422479439537008,0.9945137011005495,0.013875357429441315,5,0.06944444444444445,0.17415473652147426,0.9945137011005495,0.07001891640462779,0,0.0,0.3269113615595492,0.9945137011005495,0.001793533443142024
40,Calycophyllum,15,13,0.8666666666666667,0.376865671641791,0.3775406687981454,0.5617854668814797,0,0.0,0.030612244897959183,0.3775406687981454,0.01905487748577106,0,0.0,0.06663113006396588,0.3775406687981454,0.04147516865683999,0,0.0,0.013402375875723424,0.3775406687981454,0.008342433924118672,0,0.0,0.011422479439537008,0.3775406687981454,0.007110028912601141,0,0.0,0.17415473652147426,0.3775406687981454,0.10840424082079207,2,0.13333333333333333,0.3269113615595492,0.3775406687981454,0.2538277833183974
41,Canscora,34,5,0.14705882352941177,0.376865671641791,0.8021838885585817,0.19251832060561128,0,0.0,0.030612244897959183,0.8021838885585817,0.006055595248206683,8,0.23529411764705882,0.06663113006396588,0.8021838885585817,0.20192986129927915,0,0.0,0.013402375875723424,0.8021838885585817,0.002651205879811881,0,0.0,0.011422479439537008,0.8021838885585817,0.0022595504657487624,21,0.6176470588235294,0.17415473652147426,0.8021838885585817,0.5299171321716127,0,0.0,0.3269113615595492,0.8021838885585817,0.06466833432972957
42,Canthium,11,4,0.36363636363636365,0.376865671641791,0.28905049737499605,0.3730417335828952,0,0.0,0.030612244897959183,0.28905049737499605,0.021763760284438893,2,0.18181818181818182,0.06663113006396588,0.28905049737499605,0.0999260046646814,0,0.0,0.013402375875723424,0.28905049737499605,0.009528412462838918,0,0.0,0.011422479439537008,0.28905049737499605,0.00812080607628317,5,0.45454545454545453,0.17415473652147426,0.28905049737499605,0.25520181302563805,0,0.0,0.3269113615595492,0.28905049737499605,0.23241746990322432
43,Caralluma,24,24,1.0,0.376865671641791,0.598687660112452,0.7499285046223115,0,0.0,0.030612244897959183,0.598687660112452,0.012285071629210652,0,0.0,0.06663113006396588,0.598687660112452,0.026739894715321694,0,0.0,0.013402375875723424,0.598687660112452,0.005378538822738992,0,0.0,0.011422479439537008,0.598687660112452,0.004583981951198005,0,0.0,0.17415473652147426,0.598687660112452,0.06989044481593225,0,0.0,0.3269113615595492,0.598687660112452,0.1311935634432869
44,Carapichea,90,42,0.4666666666666667,0.376865671641791,0.9990889488055994,0.4665848533628909,1,0.011111111111111112,0.030612244897959183,0.9990889488055994,0.011128877642339784,0,0.0,0.06663113006396588,0.9990889488055994,6.070437062903803e-05,0,0.0,0.013402375875723424,0.9990889488055994,1.2210250549383649e-05,0,0.0,0.011422479439537008,0.9990889488055994,1.040646353640652e-05,1,0.011111111111111112,0.17415473652147426,0.9990889488055994,0.011259652200780627,46,0.5111111111111111,0.3269113615595492,0.9990889488055994,0.5109432957092738
45,Carissa,54,15,0.2777777777777778,0.376865671641791,0.9677045353015494,0.2809778673561068,2,0.037037037037037035,0.030612244897959183,0.9677045353015494,0.036829545389314565,1,0.018518518518518517,0.06663113006396588,0.9677045353015494,0.02007233766623478,1,0.018518518518518517,0.013402375875723424,0.9677045353015494,0.01835329031440589,0,0.0,0.011422479439537008,0.9677045353015494,0.00036889428150834494,23,0.42592592592592593,0.17415473652147426,0.9677045353015494,0.41779485836642755,12,0.2222222222222222,0.3269113615595492,0.9677045353015494,0.22560320662600203
46,Cascabela,85,62,0.7294117647058823,0.376865671641791,0.998498817743263,0.7288825287662926,2,0.023529411764705882,0.030612244897959183,0.998498817743263,0.02354004438813295,0,0.0,0.06663113006396588,0.998498817743263,0.00010002547019836156,0,0.0,0.013402375875723424,0.998498817743263,2.0119408862756153e-05,0,0.0,0.011422479439537008,0.998498817743263,1.7147223462576267e-05,21,0.24705882352941178,0.17415473652147426,0.998498817743263,0.24694938120755183,0,0.0,0.3269113615595492,0.998498817743263,0.0004907535354989328
47,Catharanthus,433,75,0.17321016166281755,0.376865671641791,1.0,0.17321016166281755,20,0.046189376443418015,0.030612244897959183,1.0,0.046189376443418015,0,0.0,0.06663113006396588,1.0,0.0,14,0.03233256351039261,0.013402375875723424,1.0,0.03233256351039261,25,0.057736720554272515,0.011422479439537008,1.0,0.057736720554272515,53,0.12240184757505773,0.17415473652147426,1.0,0.12240184757505773,246,0.5681293302540416,0.3269113615595492,1.0,0.5681293302540416
48,Catunaregam,44,27,0.6136363636363636,0.376865671641791,0.9168273035060777,0.5939435067324431,1,0.022727272727272728,0.030612244897959183,0.9168273035060777,0.023383087124488257,0,0.0,0.06663113006396588,0.9168273035060777,0.0055418907578572985,1,0.022727272727272728,0.013402375875723424,0.9168273035060777,0.021951695911601687,0,0.0,0.011422479439537008,0.9168273035060777,0.0009500384156326797,15,0.3409090909090909,0.17415473652147426,0.9168273035060777,0.3270396816025697,0,0.0,0.3269113615595492,0.9168273035060777,0.027190099455407294
49,Centaurium,57,33,0.5789473684210527,0.376865671641791,0.9758729785823308,0.5740717389947405,1,0.017543859649122806,0.030612244897959183,0.9758729785823308,0.017859160859915835,6,0.10526315789473684,0.06663113006396588,0.9758729785823308,0.10433108213185582,1,0.017543859649122806,0.013402375875723424,0.9758729785823308,0.017443937981421073,0,0.0,0.011422479439537008,0.9758729785823308,0.0002755904060805955,15,0.2631578947368421,0.17415473652147426,0.9758729785823308,0.26101051363233974,1,0.017543859649122806,0.3269113615595492,0.9758729785823308,0.025007975993646483
