,Genus,identified_compounds_count,identified_Terpenoids_count,mean_identified_as_Terpenoids,expected_total_mean_for_Terpenoids,weigthing_factor_for_Terpenoids,norm_mean_identified_as_Terpenoids,identified_Fatty_acids_count,mean_identified_as_Fatty_acids,expected_total_mean_for_Fatty_acids,weigthing_factor_for_Fatty_acids,norm_mean_identified_as_Fatty_acids,identified_Polyketides_count,mean_identified_as_Polyketides,expected_total_mean_for_Polyketides,weigthing_factor_for_Polyketides,norm_mean_identified_as_Polyketides,identified_Carbohydrates_count,mean_identified_as_Carbohydrates,expected_total_mean_for_Carbohydrates,weigthing_factor_for_Carbohydrates,norm_mean_identified_as_Carbohydrates,identified_Amino_acids_and_Peptides_count,mean_identified_as_Amino_acids_and_Peptides,expected_total_mean_for_Amino_acids_and_Peptides,weigthing_factor_for_Amino_acids_and_Peptides,norm_mean_identified_as_Amino_acids_and_Peptides,identified_Shikimates_and_Phenylpropanoids_count,mean_identified_as_Shikimates_and_Phenylpropanoids,expected_total_mean_for_Shikimates_and_Phenylpropanoids,weigthing_factor_for_Shikimates_and_Phenylpropanoids,norm_mean_identified_as_Shikimates_and_Phenylpropanoids,identified_Alkaloids_count,mean_identified_as_Alkaloids,expected_total_mean_for_Alkaloids,weigthing_factor_for_Alkaloids,norm_mean_identified_as_Alkaloids
10,Alstonia,409,30,0.07334963325183375,0.39981957600360846,1.0,0.07334963325183375,3,0.007334963325183374,0.03437077131258457,1.0,0.007334963325183374,2,0.004889975550122249,0.06928281461434371,1.0,0.004889975550122249,1,0.0024449877750611247,0.014343707713125846,1.0,0.0024449877750611247,0,0.0,0.013441587731168245,1.0,0.0,11,0.02689486552567237,0.1742895805142084,1.0,0.02689486552567237,365,0.8924205378973105,0.31655390166892194,1.0,0.8924205378973105
11,Alyxia,13,8,0.6153846153846154,0.39981957600360846,0.33181222783183395,0.4713466919632774,0,0.0,0.03437077131258457,0.33181222783183395,0.022966129111057398,0,0.0,0.06928281461434371,0.33181222783183395,0.04629392954669838,0,0.0,0.014343707713125846,0.33181222783183395,0.009584290101464898,0,0.0,0.013441587731168245,0.33181222783183395,0.008981504560492263,5,0.38461538461538464,0.1742895805142084,0.33181222783183395,0.24407825414354156,0,0.0,0.31655390166892194,0.33181222783183395,0.21151744632729766
12,Amaioua,1,0,0.0,0.39981957600360846,0.13010847436299786,0.3477996609493183,0,0.0,0.03437077131258457,0.13010847436299786,0.029898842694424697,0,0.0,0.06928281461434371,0.13010847436299786,0.06026853330529704,0,0.0,0.014343707713125846,0.13010847436299786,0.012477469785862276,1,1.0,0.013441587731168245,0.13010847436299786,0.1418011976214474,0,0.0,0.1742895805142084,0.13010847436299786,0.15161302909613786,1,1.0,0.31655390166892194,0.13010847436299786,0.4054760308321219
13,Amalocalyx,3,3,1.0,0.39981957600360846,0.15446526508353473,0.4925266042941593,0,0.0,0.03437077131258457,0.15446526508353473,0.029061681010660645,0,0.0,0.06928281461434371,0.15446526508353473,0.058581026289205716,0,0.0,0.014343707713125846,0.15446526508353473,0.01212810309893712,0,0.0,0.013441587731168245,0.15446526508353473,0.011365329319129754,0,0.0,0.1742895805142084,0.15446526508353473,0.14736789425878313,0,0.0,0.31655390166892194,0.15446526508353473,0.26765731933440473
14,Amsonia,48,11,0.22916666666666666,0.39981957600360846,0.9426758241011313,0.2389492040591512,0,0.0,0.03437077131258457,0.9426758241011313,0.001970276140502389,0,0.0,0.06928281461434371,0.9426758241011313,0.003971580251721353,3,0.0625,0.014343707713125846,0.9426758241011313,0.059739480230309894,0,0.0,0.013441587731168245,0.9426758241011313,0.0007705279394615644,6,0.125,0.1742895805142084,0.9426758241011313,0.12782548458337795,29,0.6041666666666666,0.31655390166892194,0.9426758241011313,0.5876795019351759
15,Anodendron,64,61,0.953125,0.39981957600360846,0.9878715650157257,0.9464142711386134,0,0.0,0.03437077131258457,0.9878715650157257,0.00041686366522404204,0,0.0,0.06928281461434371,0.9878715650157257,0.0008402921125775966,1,0.015625,0.014343707713125846,0.9878715650157257,0.015609459929802795,0,0.0,0.013441587731168245,0.9878715650157257,0.00016302542288289308,2,0.03125,0.1742895805142084,0.9878715650157257,0.032984846252444446,0,0.0,0.31655390166892194,0.9878715650157257,0.003839303415409878
16,Anthocleista,21,14,0.6666666666666666,0.39981957600360846,0.52497918747894,0.5399087448410198,1,0.047619047619047616,0.03437077131258457,0.52497918747894,0.041325840643448034,3,0.14285714285714285,0.06928281461434371,0.52497918747894,0.10790780567455724,1,0.047619047619047616,0.014343707713125846,0.52497918747894,0.03181256862002221,0,0.0,0.013441587731168245,0.52497918747894,0.006385033925632651,2,0.09523809523809523,0.1742895805142084,0.52497918747894,0.13278919600495112,1,0.047619047619047616,0.31655390166892194,0.52497918747894,0.1753687005050516
17,Antirhea,2,0,0.0,0.39981957600360846,0.1418510649004878,0.3431047433794351,0,0.0,0.03437077131258457,0.1418510649004878,0.02949524080044331,0,0.0,0.06928281461434371,0.1418510649004878,0.059454973581995973,0,0.0,0.014343707713125846,0.1418510649004878,0.012309037499397603,0,0.0,0.013441587731168245,0.1418510649004878,0.011534884197548698,0,0.0,0.1742895805142084,0.1418510649004878,0.14956641791720862,2,1.0,0.31655390166892194,0.1418510649004878,0.4135014585192689
18,Antonia,9,3,0.3333333333333333,0.39981957600360846,0.24973989440488234,0.3832153087797566,0,0.0,0.03437077131258457,0.24973989440488234,0.02578701851436534,0,0.0,0.06928281461434371,0.24973989440488234,0.05198013180848448,0,0.0,0.014343707713125846,0.24973989440488234,0.0107615116634753,0,0.0,0.013441587731168245,0.24973989440488234,0.010084687030552326,6,0.6666666666666666,0.1742895805142084,0.24973989440488234,0.29725578201730696,0,0.0,0.31655390166892194,0.24973989440488234,0.2374977636926719
19,Apocynum,45,22,0.4888888888888889,0.39981957600360846,0.9241418199787566,0.4821322529176688,4,0.08888888888888889,0.03437077131258457,0.9241418199787566,0.08475324371136628,0,0.0,0.06928281461434371,0.9241418199787566,0.005255668223393322,1,0.022222222222222223,0.014343707713125846,0.9241418199787566,0.021624572450291212,0,0.0,0.013441587731168245,0.9241418199787566,0.001019654381882298,18,0.4,0.1742895805142084,0.9241418199787566,0.38287801836597646,0,0.0,0.31655390166892194,0.9241418199787566,0.02401320285922808
20,Apteranthes,1,0,0.0,0.39981957600360846,0.13010847436299786,0.3477996609493183,0,0.0,0.03437077131258457,0.13010847436299786,0.029898842694424697,0,0.0,0.06928281461434371,0.13010847436299786,0.06026853330529704,0,0.0,0.014343707713125846,0.13010847436299786,0.012477469785862276,0,0.0,0.013441587731168245,0.13010847436299786,0.011692723258449556,1,1.0,0.1742895805142084,0.13010847436299786,0.2817215034591357,0,0.0,0.31655390166892194,0.13010847436299786,0.2753675564691241
21,Araujia,34,33,0.9705882352941176,0.39981957600360846,0.8021838885585817,0.8576809985806374,0,0.0,0.03437077131258457,0.8021838885585817,0.006799092328297733,0,0.0,0.06928281461434371,0.8021838885585817,0.013705256976726142,0,0.0,0.014343707713125846,0.8021838885585817,0.0028374164834628337,0,0.0,0.013441587731168245,0.8021838885585817,0.0026589626165783786,0,0.0,0.1742895805142084,0.8021838885585817,0.034477287082076695,1,0.029411764705882353,0.31655390166892194,0.8021838885585817,0.08621310567089
22,Argostemma,1,0,0.0,0.39981957600360846,0.13010847436299786,0.3477996609493183,0,0.0,0.03437077131258457,0.13010847436299786,0.029898842694424697,0,0.0,0.06928281461434371,0.13010847436299786,0.06026853330529704,0,0.0,0.014343707713125846,0.13010847436299786,0.012477469785862276,0,0.0,0.013441587731168245,0.13010847436299786,0.011692723258449556,0,0.0,0.1742895805142084,0.13010847436299786,0.15161302909613786,1,1.0,0.31655390166892194,0.13010847436299786,0.4054760308321219
23,Asclepias,257,225,0.8754863813229572,0.39981957600360846,0.999999999949041,0.8754863812987177,14,0.054474708171206226,0.03437077131258457,0.999999999949041,0.05447470817018175,0,0.0,0.06928281461434371,0.999999999949041,3.5305839743265437e-12,2,0.007782101167315175,0.014343707713125846,0.999999999949041,0.007782101167649548,3,0.011673151750972763,0.013441587731168245,0.999999999949041,0.01167315175106288,12,0.04669260700389105,0.1742895805142084,0.999999999949041,0.04669260701039327,4,0.01556420233463035,0.31655390166892194,0.999999999949041,0.01556420234996849
24,Asperula,5,2,0.4,0.39981957600360846,0.18242552380635635,0.3998524899456575,0,0.0,0.03437077131258457,0.18242552380635635,0.028100665352257845,1,0.2,0.06928281461434371,0.18242552380635635,0.09312896562881465,0,0.0,0.014343707713125846,0.18242552380635635,0.01172704932023359,0,0.0,0.013441587731168245,0.18242552380635635,0.010989499048520784,2,0.4,0.1742895805142084,0.18242552380635635,0.21546492201745635,0,0.0,0.31655390166892194,0.18242552380635635,0.25880639034402303
25,Aspidosperma,112,1,0.008928571428571428,0.39981957600360846,0.9998989708060922,0.008968062831669437,0,0.0,0.03437077131258457,0.9998989708060922,3.472451319698156e-06,2,0.017857142857142856,0.06928281461434371,0.9998989708060922,0.017862338351306652,0,0.0,0.014343707713125846,0.9998989708060922,1.4491332279055298e-06,0,0.0,0.013441587731168245,0.9998989708060922,1.3579927733202764e-06,2,0.017857142857142856,0.1742895805142084,0.9998989708060922,0.017872947100220374,108,0.9642857142857143,0.31655390166892194,0.9998989708060922,0.9642202744628172
26,Baroniella,5,4,0.8,0.39981957600360846,0.18242552380635635,0.4728226994682,0,0.0,0.03437077131258457,0.18242552380635635,0.028100665352257845,0,0.0,0.06928281461434371,0.18242552380635635,0.05664386086754338,0,0.0,0.014343707713125846,0.18242552380635635,0.01172704932023359,0,0.0,0.013441587731168245,0.18242552380635635,0.010989499048520784,1,0.2,0.1742895805142084,0.18242552380635635,0.17897981725618506,0,0.0,0.31655390166892194,0.18242552380635635,0.25880639034402303
27,Bathysa,1,0,0.0,0.39981957600360846,0.13010847436299786,0.3477996609493183,0,0.0,0.03437077131258457,0.13010847436299786,0.029898842694424697,0,0.0,0.06928281461434371,0.13010847436299786,0.06026853330529704,0,0.0,0.014343707713125846,0.13010847436299786,0.012477469785862276,0,0.0,0.013441587731168245,0.13010847436299786,0.011692723258449556,1,1.0,0.1742895805142084,0.13010847436299786,0.2817215034591357,0,0.0,0.31655390166892194,0.13010847436299786,0.2753675564691241
28,Beaumontia,15,8,0.5333333333333333,0.39981957600360846,0.3775406687981454,0.45022644923962607,0,0.0,0.03437077131258457,0.3775406687981454,0.02139440732412328,0,0.0,0.06928281461434371,0.3775406687981454,0.04312573444862647,0,0.0,0.014343707713125846,0.3775406687981454,0.008928374710067197,0,0.0,0.013441587731168245,0.3775406687981454,0.008366841709434041,7,0.4666666666666667,0.1742895805142084,0.3775406687981454,0.28467382116146045,0,0.0,0.31655390166892194,0.3775406687981454,0.19704192992217479
29,Benkara,1,0,0.0,0.39981957600360846,0.13010847436299786,0.3477996609493183,0,0.0,0.03437077131258457,0.13010847436299786,0.029898842694424697,0,0.0,0.06928281461434371,0.13010847436299786,0.06026853330529704,0,0.0,0.014343707713125846,0.13010847436299786,0.012477469785862276,0,0.0,0.013441587731168245,0.13010847436299786,0.011692723258449556,1,1.0,0.1742895805142084,0.13010847436299786,0.2817215034591357,0,0.0,0.31655390166892194,0.13010847436299786,0.2753675564691241
30,Blackstonia,8,0,0.0,0.39981957600360846,0.23147521650098238,0.3072712530868422,0,0.0,0.03437077131258457,0.23147521650098238,0.026414789581698305,2,0.25,0.06928281461434371,0.23147521650098238,0.11111436422693667,0,0.0,0.014343707713125846,0.23147521650098238,0.01102349486480323,0,0.0,0.013441587731168245,0.23147521650098238,0.010330193300979128,7,0.875,0.1742895805142084,0.23147521650098238,0.3364866765691762,0,0.0,0.31655390166892194,0.23147521650098238,0.24327951874587755
31,Boucerosia,7,7,1.0,0.39981957600360846,0.2141650169574414,0.52835722668632,0,0.0,0.03437077131258457,0.2141650169574414,0.027009754491584555,0,0.0,0.06928281461434371,0.2141650169574414,0.05444485944760352,0,0.0,0.014343707713125846,0.2141650169574414,0.011271787307511666,0,0.0,0.013441587731168245,0.2141650169574414,0.010562869866787662,0,0.0,0.1742895805142084,0.2141650169574414,0.1369628495478776,0,0.0,0.31655390166892194,0.2141650169574414,0.24875912995005303
32,Bousigonia,3,0,0.0,0.39981957600360846,0.15446526508353473,0.3380613392106246,0,0.0,0.03437077131258457,0.15446526508353473,0.029061681010660645,0,0.0,0.06928281461434371,0.15446526508353473,0.058581026289205716,0,0.0,0.014343707713125846,0.15446526508353473,0.01212810309893712,0,0.0,0.013441587731168245,0.15446526508353473,0.011365329319129754,0,0.0,0.1742895805142084,0.15446526508353473,0.14736789425878313,3,1.0,0.31655390166892194,0.15446526508353473,0.4221225844179395
33,Bouvardia,3,2,0.6666666666666666,0.39981957600360846,0.15446526508353473,0.4410381825996477,0,0.0,0.03437077131258457,0.15446526508353473,0.029061681010660645,0,0.0,0.06928281461434371,0.15446526508353473,0.058581026289205716,0,0.0,0.014343707713125846,0.15446526508353473,0.01212810309893712,1,0.3333333333333333,0.013441587731168245,0.15446526508353473,0.06285375101364132,0,0.0,0.1742895805142084,0.15446526508353473,0.14736789425878313,0,0.0,0.31655390166892194,0.15446526508353473,0.26765731933440473
34,Breonadia,2,0,0.0,0.39981957600360846,0.1418510649004878,0.3431047433794351,0,0.0,0.03437077131258457,0.1418510649004878,0.02949524080044331,0,0.0,0.06928281461434371,0.1418510649004878,0.059454973581995973,0,0.0,0.014343707713125846,0.1418510649004878,0.012309037499397603,0,0.0,0.013441587731168245,0.1418510649004878,0.011534884197548698,2,1.0,0.1742895805142084,0.1418510649004878,0.2914174828176964,0,0.0,0.31655390166892194,0.1418510649004878,0.27165039361878107
35,Breonia,12,8,0.6666666666666666,0.39981957600360846,0.31002551887238755,0.48254898374601013,0,0.0,0.03437077131258457,0.31002551887238755,0.02371495510235637,0,0.0,0.06928281461434371,0.31002551887238755,0.04780337406459237,0,0.0,0.014343707713125846,0.31002551887238755,0.009896792286810138,0,0.0,0.013441587731168245,0.31002551887238755,0.009274352520344092,0,0.0,0.1742895805142084,0.31002551887238755,0.12025536288124018,6,0.5,0.31655390166892194,0.31002551887238755,0.37342687348912945
36,Buchozia,1,1,1.0,0.39981957600360846,0.13010847436299786,0.47790813531231613,0,0.0,0.03437077131258457,0.13010847436299786,0.029898842694424697,0,0.0,0.06928281461434371,0.13010847436299786,0.06026853330529704,0,0.0,0.014343707713125846,0.13010847436299786,0.012477469785862276,0,0.0,0.013441587731168245,0.13010847436299786,0.011692723258449556,0,0.0,0.1742895805142084,0.13010847436299786,0.15161302909613786,0,0.0,0.31655390166892194,0.13010847436299786,0.2753675564691241
37,Burchellia,1,1,1.0,0.39981957600360846,0.13010847436299786,0.47790813531231613,0,0.0,0.03437077131258457,0.13010847436299786,0.029898842694424697,0,0.0,0.06928281461434371,0.13010847436299786,0.06026853330529704,0,0.0,0.014343707713125846,0.13010847436299786,0.012477469785862276,0,0.0,0.013441587731168245,0.13010847436299786,0.011692723258449556,0,0.0,0.1742895805142084,0.13010847436299786,0.15161302909613786,0,0.0,0.31655390166892194,0.13010847436299786,0.2753675564691241
38,Callichilia,19,0,0.0,0.39981957600360846,0.47502081252106,0.20989695614854867,0,0.0,0.03437077131258457,0.47502081252106,0.018043939596705107,0,0.0,0.06928281461434371,0.47502081252106,0.036372035722492195,0,0.0,0.014343707713125846,0.47502081252106,0.007530148020672211,0,0.0,0.013441587731168245,0.47502081252106,0.007056553805535594,0,0.0,0.1742895805142084,0.47502081252106,0.09149840236439442,19,1.0,0.31655390166892194,0.47502081252106,0.6412050226124989
39,Calotropis,57,50,0.8771929824561403,0.39981957600360846,0.9758729785823308,0.8656753840544343,2,0.03508771929824561,0.03437077131258457,0.9758729785823308,0.035070421478840215,0,0.0,0.06928281461434371,0.9758729785823308,0.0016715879520766757,0,0.0,0.014343707713125846,0.9758729785823308,0.0003460709432033742,1,0.017543859649122806,0.013441587731168245,0.9758729785823308,0.017444884046697216,4,0.07017543859649122,0.1742895805142084,0.9758729785823308,0.07268740272842224,0,0.0,0.31655390166892194,0.9758729785823308,0.00763750276541283
40,Calycophyllum,13,11,0.8461538461538461,0.39981957600360846,0.33181222783183395,0.5479187445398545,0,0.0,0.03437077131258457,0.33181222783183395,0.022966129111057398,0,0.0,0.06928281461434371,0.33181222783183395,0.04629392954669838,0,0.0,0.014343707713125846,0.33181222783183395,0.009584290101464898,0,0.0,0.013441587731168245,0.33181222783183395,0.008981504560492263,0,0.0,0.1742895805142084,0.33181222783183395,0.11645816651591312,2,0.15384615384615385,0.31655390166892194,0.33181222783183395,0.262565481378349
41,Canscora,28,3,0.10714285714285714,0.39981957600360846,0.6899744811276125,0.19788010876952944,0,0.0,0.03437077131258457,0.6899744811276125,0.010655816210228203,7,0.25,0.06928281461434371,0.6899744811276125,0.19397306083165447,0,0.0,0.014343707713125846,0.6899744811276125,0.004446915426315707,0,0.0,0.013441587731168245,0.6899744811276125,0.004167235210824153,20,0.7142857142857143,0.1742895805142084,0.6899744811276125,0.54687313272412,0,0.0,0.31655390166892194,0.6899744811276125,0.09813978761598625
42,Canthium,8,2,0.25,0.39981957600360846,0.23147521650098238,0.3651400572120878,0,0.0,0.03437077131258457,0.23147521650098238,0.026414789581698305,2,0.25,0.06928281461434371,0.23147521650098238,0.11111436422693667,0,0.0,0.014343707713125846,0.23147521650098238,0.01102349486480323,0,0.0,0.013441587731168245,0.23147521650098238,0.010330193300979128,4,0.5,0.1742895805142084,0.23147521650098238,0.24968347038130778,0,0.0,0.31655390166892194,0.23147521650098238,0.24327951874587755
43,Caralluma,24,24,1.0,0.39981957600360846,0.598687660112452,0.7591401896913075,0,0.0,0.03437077131258457,0.598687660112452,0.013793414659193124,0,0.0,0.06928281461434371,0.598687660112452,0.02780404844687748,0,0.0,0.014343707713125846,0.598687660112452,0.0057563069050176035,0,0.0,0.013441587731168245,0.598687660112452,0.005394275024198886,0,0.0,0.1742895805142084,0.598687660112452,0.06994455937417617,0,0.0,0.31655390166892194,0.598687660112452,0.12703698697928786
44,Carapichea,69,37,0.5362318840579711,0.39981957600360846,0.9926084586557181,0.5352235868431183,1,0.014492753623188406,0.03437077131258457,0.9926084586557181,0.014639682812781945,0,0.0,0.06928281461434371,0.9926084586557181,0.0005121067886701385,0,0.0,0.014343707713125846,0.9926084586557181,0.00010602210859186462,0,0.0,0.013441587731168245,0.9926084586557181,9.935405144772219e-05,1,0.014492753623188406,0.1742895805142084,0.9926084586557181,0.015673898475838437,32,0.463768115942029,0.31655390166892194,0.9926084586557181,0.4626799759907634
45,Carissa,51,16,0.3137254901960784,0.39981957600360846,0.9568927450589139,0.31743676990190334,2,0.0392156862745098,0.03437077131258457,0.9568927450589139,0.03900683529007821,1,0.0196078431372549,0.06928281461434371,0.9568927450589139,0.02174919479690895,1,0.0196078431372549,0.014343707713125846,0.9568927450589139,0.019380920709482566,0,0.0,0.013441587731168245,0.9568927450589139,0.0005794299491404452,20,0.39215686274509803,0.1742895805142084,0.9568927450589139,0.3827652022666495,12,0.23529411764705882,0.31655390166892194,0.9568927450589139,0.23879700387334687
46,Cascabela,68,48,0.7058823529411765,0.39981957600360846,0.9918374288468401,0.7033840937470899,2,0.029411764705882353,0.03437077131258457,0.9918374288468401,0.02945224295015855,0,0.0,0.06928281461434371,0.9918374288468401,0.0005655259039807658,0,0.0,0.014343707713125846,0.9918374288468401,0.00011708153480851792,0,0.0,0.013441587731168245,0.9918374288468401,0.0001097179162671017,18,0.2647058823529412,0.1742895805142084,0.9918374288468401,0.26396785285577695,0,0.0,0.31655390166892194,0.9918374288468401,0.0025838937461829517
47,Catharanthus,299,57,0.19063545150501673,0.39981957600360846,0.999999999999236,0.19063545150517655,17,0.056856187290969896,0.03437077131258457,0.999999999999236,0.056856187290952716,0,0.0,0.06928281461434371,0.999999999999236,5.293591456022744e-14,9,0.030100334448160536,0.014343707713125846,0.999999999999236,0.030100334448148497,15,0.05016722408026756,0.013441587731168245,0.999999999999236,0.0501672240802395,49,0.16387959866220736,0.1742895805142084,0.999999999999236,0.16387959866221533,161,0.5384615384615384,0.31655390166892194,0.999999999999236,0.5384615384613689
48,Catunaregam,35,20,0.5714285714285714,0.39981957600360846,0.8175744761936437,0.54012271054829,1,0.02857142857142857,0.03437077131258457,0.8175744761936437,0.029629376708716543,0,0.0,0.06928281461434371,0.8175744761936437,0.012638953746800333,1,0.02857142857142857,0.014343707713125846,0.8175744761936437,0.02597592914128207,0,0.0,0.013441587731168245,0.8175744761936437,0.00245208868264746,13,0.37142857142857144,0.1742895805142084,0.8175744761936437,0.33546538774836226,0,0.0,0.31655390166892194,0.8175744761936437,0.05774751132489891
49,Centaurium,43,24,0.5581395348837209,0.39981957600360846,0.9088770389851438,0.5437129514428147,1,0.023255813953488372,0.03437077131258457,0.9088770389851438,0.024268641779603084,4,0.09302325581395349,0.06928281461434371,0.9088770389851438,0.09085995651604595,1,0.023255813953488372,0.014343707713125846,0.9088770389851438,0.02244371644398756,0,0.0,0.013441587731168245,0.9088770389851438,0.001224837274805013,15,0.3488372093023256,0.1742895805142084,0.9088770389851438,0.33293191252903037,1,0.023255813953488372,0.31655390166892194,0.9088770389851438,0.04998200416611369
50,Cephalanthus,30,12,0.4,0.39981957600360846,0.7310585786300049,0.3999514765139612,0,0.0,0.03437077131258457,0.7310585786300049,0.009243724090389547,0,0.0,0.06928281461434371,0.7310585786300049,0.01863301863889547,2,0.06666666666666667,0.014343707713125846,0.7310585786300049,0.052594855715417485,0,0.0,0.013441587731168245,0.7310585786300049,0.0036149997098898754,3,0.1,0.1742895805142084,0.7310585786300049,0.1199795453764719,13,0.43333333333333335,0.31655390166892194,0.7310585786300049,0.4019265069947263
