,Genus,identified_compounds_count,identified_Terpenoids_count,mean_identified_as_Terpenoids,expected_total_mean_for_Terpenoids,weigthing_factor_for_Terpenoids,norm_mean_identified_as_Terpenoids,identified_Fatty_acids_count,mean_identified_as_Fatty_acids,expected_total_mean_for_Fatty_acids,weigthing_factor_for_Fatty_acids,norm_mean_identified_as_Fatty_acids,identified_Polyketides_count,mean_identified_as_Polyketides,expected_total_mean_for_Polyketides,weigthing_factor_for_Polyketides,norm_mean_identified_as_Polyketides,identified_Carbohydrates_count,mean_identified_as_Carbohydrates,expected_total_mean_for_Carbohydrates,weigthing_factor_for_Carbohydrates,norm_mean_identified_as_Carbohydrates,identified_Amino_acids_and_Peptides_count,mean_identified_as_Amino_acids_and_Peptides,expected_total_mean_for_Amino_acids_and_Peptides,weigthing_factor_for_Amino_acids_and_Peptides,norm_mean_identified_as_Amino_acids_and_Peptides,identified_Shikimates_and_Phenylpropanoids_count,mean_identified_as_Shikimates_and_Phenylpropanoids,expected_total_mean_for_Shikimates_and_Phenylpropanoids,weigthing_factor_for_Shikimates_and_Phenylpropanoids,norm_mean_identified_as_Shikimates_and_Phenylpropanoids,identified_Alkaloids_count,mean_identified_as_Alkaloids,expected_total_mean_for_Alkaloids,weigthing_factor_for_Alkaloids,norm_mean_identified_as_Alkaloids
51,Cerbera,66,41,0.6212121212121212,0.39981957600360846,0.9900481981330957,0.6190088664673964,1,0.015151515151515152,0.03437077131258457,0.9900481981330957,0.015342781380859394,0,0.0,0.06928281461434371,0.9900481981330957,0.000689488843823407,0,0.0,0.014343707713125846,0.9900481981330957,0.00014274573719781473,0,0.0,0.013441587731168245,0.9900481981330957,0.00013376801787719745,25,0.3787878787878788,0.1742895805142084,0.9900481981330957,0.37675275224134014,0,0.0,0.31655390166892194,0.9900481981330957,0.0031502817096046025
52,Ceriscoides,1,0,0.0,0.39981957600360846,0.13010847436299786,0.3477996609493183,0,0.0,0.03437077131258457,0.13010847436299786,0.029898842694424697,0,0.0,0.06928281461434371,0.13010847436299786,0.06026853330529704,0,0.0,0.014343707713125846,0.13010847436299786,0.012477469785862276,0,0.0,0.013441587731168245,0.13010847436299786,0.011692723258449556,1,1.0,0.1742895805142084,0.13010847436299786,0.2817215034591357,0,0.0,0.31655390166892194,0.13010847436299786,0.2753675564691241
53,Ceropegia,25,25,1.0,0.39981957600360846,0.6224593312018546,0.7734074813248478,0,0.0,0.03437077131258457,0.6224593312018546,0.01297636398846129,0,0.0,0.06928281461434371,0.6224593312018546,0.026157080165717248,0,0.0,0.014343707713125846,0.6224593312018546,0.005415333003058648,0,0.0,0.013441587731168245,0.6224593312018546,0.005074746021734205,0,0.0,0.1742895805142084,0.6224593312018546,0.06580140479188246,0,0.0,0.31655390166892194,0.6224593312018546,0.11951197174674714
54,Chassalia,4,0,0.0,0.39981957600360846,0.16798161486607552,0.3326572379714527,0,0.0,0.03437077131258457,0.16798161486607552,0.028597113643304032,0,0.0,0.06928281461434371,0.16798161486607552,0.05764457553295932,0,0.0,0.014343707713125846,0.16798161486607552,0.011934228528307982,3,0.75,0.013441587731168245,0.16798161486607552,0.1371698592672792,1,0.25,0.1742895805142084,0.16798161486607552,0.18700753904161965,0,0.0,0.31655390166892194,0.16798161486607552,0.26337866607441957
55,Chimarrhis,27,1,0.037037037037037035,0.39981957600360846,0.668187772168166,0.1574127195100242,0,0.0,0.03437077131258457,0.668187772168166,0.011404642201527175,0,0.0,0.06928281461434371,0.668187772168166,0.02298888506764533,0,0.0,0.014343707713125846,0.668187772168166,0.004759417611660947,0,0.0,0.013441587731168245,0.668187772168166,0.004460083170675982,12,0.4444444444444444,0.1742895805142084,0.668187772168166,0.35480375718414686,14,0.5185185185185185,0.31655390166892194,0.668187772168166,0.45150418905845113
56,Chiococca,23,14,0.6086956521739131,0.39981957600360846,0.574442516811659,0.519806874900622,2,0.08695652173913043,0.03437077131258457,0.574442516811659,0.06457826213603934,0,0.0,0.06928281461434371,0.574442516811659,0.02948382021548452,1,0.043478260869565216,0.014343707713125846,0.574442516811659,0.03107983375449394,0,0.0,0.013441587731168245,0.574442516811659,0.0057201682449312405,6,0.2608695652173913,0.1742895805142084,0.574442516811659,0.22402480483261972,0,0.0,0.31655390166892194,0.574442516811659,0.13471188168767598
57,Chione,7,5,0.7142857142857143,0.39981957600360846,0.2141650169574414,0.46716722184133674,0,0.0,0.03437077131258457,0.2141650169574414,0.027009754491584555,1,0.14285714285714285,0.06928281461434371,0.2141650169574414,0.08503986187009514,0,0.0,0.014343707713125846,0.2141650169574414,0.011271787307511666,0,0.0,0.013441587731168245,0.2141650169574414,0.010562869866787662,1,0.14285714285714285,0.1742895805142084,0.2141650169574414,0.16755785197036924,0,0.0,0.31655390166892194,0.2141650169574414,0.24875912995005303
58,Chironia,22,5,0.22727272727272727,0.39981957600360846,0.549833997312478,0.3049474524422366,0,0.0,0.03437077131258457,0.549833997312478,0.015472552731073152,5,0.22727272727272727,0.06928281461434371,0.549833997312478,0.156151039826352,0,0.0,0.014343707713125846,0.549833997312478,0.00645704956493604,0,0.0,0.013441587731168245,0.549833997312478,0.0060509458187136475,14,0.6363636363636364,0.1742895805142084,0.549833997312478,0.42835360569628855,0,0.0,0.31655390166892194,0.549833997312478,0.1425018045494375
59,Chonemorpha,4,1,0.25,0.39981957600360846,0.16798161486607552,0.3746526416879716,0,0.0,0.03437077131258457,0.16798161486607552,0.028597113643304032,0,0.0,0.06928281461434371,0.16798161486607552,0.05764457553295932,0,0.0,0.014343707713125846,0.16798161486607552,0.011934228528307982,0,0.0,0.013441587731168245,0.16798161486607552,0.011183648117722576,0,0.0,0.1742895805142084,0.16798161486607552,0.14501213532510077,3,0.75,0.31655390166892194,0.16798161486607552,0.38936487722397617
60,Ciliosemina,12,0,0.0,0.39981957600360846,0.31002551887238755,0.27586530449775176,0,0.0,0.03437077131258457,0.31002551887238755,0.02371495510235637,0,0.0,0.06928281461434371,0.31002551887238755,0.04780337406459237,0,0.0,0.014343707713125846,0.31002551887238755,0.009896792286810138,0,0.0,0.013441587731168245,0.31002551887238755,0.009274352520344092,0,0.0,0.1742895805142084,0.31002551887238755,0.12025536288124018,12,1.0,0.31655390166892194,0.31002551887238755,0.5284396329253233
61,Cinchona,80,2,0.025,0.39981957600360846,0.9975273768433653,0.025926787563186508,0,0.0,0.03437077131258457,0.9975273768433653,8.498596505889077e-05,43,0.5375,0.06928281461434371,0.9975273768433653,0.536342275345081,0,0.0,0.014343707713125846,0.9975273768433653,3.5466583843474105e-05,0,0.0,0.013441587731168245,0.9975273768433653,3.3235981086022904e-05,11,0.1375,0.1742895805142084,0.9975273768433653,0.13759096676870233,24,0.3,0.31655390166892194,0.9975273768433653,0.30004093156059924
62,Coccochondra,32,29,0.90625,0.39981957600360846,0.7685247834990175,0.7890239079627509,5,0.15625,0.03437077131258457,0.7685247834990175,0.12803797915260776,0,0.0,0.06928281461434371,0.7685247834990175,0.016037254512652643,0,0.0,0.014343707713125846,0.7685247834990175,0.003320212848322617,0,0.0,0.013441587731168245,0.7685247834990175,0.003111394430189119,0,0.0,0.1742895805142084,0.7685247834990175,0.040343718383391805,0,0.0,0.31655390166892194,0.7685247834990175,0.07327438292304442
63,Coelospermum,10,4,0.4,0.39981957600360846,0.2689414213699951,0.3998680994896473,0,0.0,0.03437077131258457,0.2689414213699951,0.025127047222195022,4,0.4,0.06928281461434371,0.2689414213699951,0.1582263645234463,0,0.0,0.014343707713125846,0.2689414213699951,0.010486090573042018,1,0.1,0.013441587731168245,0.2689414213699951,0.036720730158277884,1,0.1,0.1742895805142084,0.2689414213699951,0.1543100351377365,0,0.0,0.31655390166892194,0.2689414213699951,0.23141944541386442
64,Coffea,296,73,0.24662162162162163,0.39981957600360846,0.9999999999989686,0.24662162162177964,74,0.25,0.03437077131258457,0.9999999999989686,0.2499999999997776,15,0.05067567567567568,0.06928281461434371,0.9999999999989686,0.05067567567569487,13,0.04391891891891892,0.014343707713125846,0.9999999999989686,0.04391891891888842,26,0.08783783783783784,0.013441587731168245,0.9999999999989686,0.08783783783776111,70,0.23648648648648649,0.1742895805142084,0.9999999999989686,0.23648648648642234,53,0.17905405405405406,0.31655390166892194,0.9999999999989686,0.17905405405419586
65,Comastoma,2,0,0.0,0.39981957600360846,0.1418510649004878,0.3431047433794351,0,0.0,0.03437077131258457,0.1418510649004878,0.02949524080044331,2,1.0,0.06928281461434371,0.1418510649004878,0.20130603848248377,0,0.0,0.014343707713125846,0.1418510649004878,0.012309037499397603,0,0.0,0.013441587731168245,0.1418510649004878,0.011534884197548698,0,0.0,0.1742895805142084,0.1418510649004878,0.14956641791720862,0,0.0,0.31655390166892194,0.1418510649004878,0.27165039361878107
66,Coprosma,16,1,0.0625,0.39981957600360846,0.401312339887548,0.26444906766772475,0,0.0,0.03437077131258457,0.401312339887548,0.020577356653391447,11,0.6875,0.06928281461434371,0.401312339887548,0.31738099984015544,0,0.0,0.014343707713125846,0.401312339887548,0.008587400808108242,0,0.0,0.013441587731168245,0.401312339887548,0.008047312706969359,4,0.25,0.1742895805142084,0.401312339887548,0.20467310611191925,0,0.0,0.31655390166892194,0.401312339887548,0.18951691468963408
67,Coptosperma,1,1,1.0,0.39981957600360846,0.13010847436299786,0.47790813531231613,0,0.0,0.03437077131258457,0.13010847436299786,0.029898842694424697,0,0.0,0.06928281461434371,0.13010847436299786,0.06026853330529704,0,0.0,0.014343707713125846,0.13010847436299786,0.012477469785862276,0,0.0,0.013441587731168245,0.13010847436299786,0.011692723258449556,0,0.0,0.1742895805142084,0.13010847436299786,0.15161302909613786,0,0.0,0.31655390166892194,0.13010847436299786,0.2753675564691241
68,Cordiera,43,28,0.6511627906976745,0.39981957600360846,0.9088770389851438,0.6282596527437584,0,0.0,0.03437077131258457,0.9088770389851438,0.003131966454367181,0,0.0,0.06928281461434371,0.9088770389851438,0.006313255215102349,1,0.023255813953488372,0.014343707713125846,0.9088770389851438,0.02244371644398756,0,0.0,0.013441587731168245,0.9088770389851438,0.001224837274805013,14,0.32558139534883723,0.1742895805142084,0.9088770389851438,0.3117952372037945,0,0.0,0.31655390166892194,0.9088770389851438,0.028845328840877787
69,Corynanthe,10,0,0.0,0.39981957600360846,0.2689414213699951,0.2922915309416492,0,0.0,0.03437077131258457,0.2689414213699951,0.025127047222195022,0,0.0,0.06928281461434371,0.2689414213699951,0.05064979597544825,0,0.0,0.014343707713125846,0.2689414213699951,0.010486090573042018,0,0.0,0.013441587731168245,0.2689414213699951,0.00982658802127837,1,0.1,0.1742895805142084,0.2689414213699951,0.1543100351377365,10,1.0,0.31655390166892194,0.2689414213699951,0.5003608667838595
70,Coussarea,32,18,0.5625,0.39981957600360846,0.7685247834990175,0.5248435136349636,0,0.0,0.03437077131258457,0.7685247834990175,0.00795598173088627,7,0.21875,0.06928281461434371,0.7685247834990175,0.18415205090306272,0,0.0,0.014343707713125846,0.7685247834990175,0.003320212848322617,0,0.0,0.013441587731168245,0.7685247834990175,0.003111394430189119,7,0.21875,0.1742895805142084,0.7685247834990175,0.2084585147738019,0,0.0,0.31655390166892194,0.7685247834990175,0.07327438292304442
71,Coutarea,16,0,0.0,0.39981957600360846,0.401312339887548,0.239367046424753,0,0.0,0.03437077131258457,0.401312339887548,0.020577356653391447,0,0.0,0.06928281461434371,0.401312339887548,0.04147876616746623,0,0.0,0.014343707713125846,0.401312339887548,0.008587400808108242,0,0.0,0.013441587731168245,0.401312339887548,0.008047312706969359,16,1.0,0.1742895805142084,0.401312339887548,0.5056573610275802,0,0.0,0.31655390166892194,0.401312339887548,0.18951691468963408
72,Coutoubea,4,2,0.5,0.39981957600360846,0.16798161486607552,0.41664804540449046,0,0.0,0.03437077131258457,0.16798161486607552,0.028597113643304032,0,0.0,0.06928281461434371,0.16798161486607552,0.05764457553295932,0,0.0,0.014343707713125846,0.16798161486607552,0.011934228528307982,0,0.0,0.013441587731168245,0.16798161486607552,0.011183648117722576,2,0.5,0.1742895805142084,0.16798161486607552,0.22900294275813854,0,0.0,0.31655390166892194,0.16798161486607552,0.26337866607441957
73,Craspidospermum,2,0,0.0,0.39981957600360846,0.1418510649004878,0.3431047433794351,0,0.0,0.03437077131258457,0.1418510649004878,0.02949524080044331,0,0.0,0.06928281461434371,0.1418510649004878,0.059454973581995973,0,0.0,0.014343707713125846,0.1418510649004878,0.012309037499397603,0,0.0,0.013441587731168245,0.1418510649004878,0.011534884197548698,0,0.0,0.1742895805142084,0.1418510649004878,0.14956641791720862,2,1.0,0.31655390166892194,0.1418510649004878,0.4135014585192689
74,Crioceras,11,0,0.0,0.39981957600360846,0.28905049737499605,0.2842515286995054,0,0.0,0.03437077131258457,0.28905049737499605,0.024435882769519753,0,0.0,0.06928281461434371,0.28905049737499605,0.049256582590528016,0,0.0,0.014343707713125846,0.28905049737499605,0.010197651864445252,0,0.0,0.013441587731168245,0.28905049737499605,0.009556290111964419,0,0.0,0.1742895805142084,0.28905049737499605,0.12391109057929703,11,1.0,0.31655390166892194,0.28905049737499605,0.5141043363205204
75,Crossopteryx,13,4,0.3076923076923077,0.39981957600360846,0.33181222783183395,0.36925062186117463,0,0.0,0.03437077131258457,0.33181222783183395,0.022966129111057398,0,0.0,0.06928281461434371,0.33181222783183395,0.04629392954669838,0,0.0,0.014343707713125846,0.33181222783183395,0.009584290101464898,0,0.0,0.013441587731168245,0.33181222783183395,0.008981504560492263,9,0.6923076923076923,0.1742895805142084,0.33181222783183395,0.3461743242456443,0,0.0,0.31655390166892194,0.33181222783183395,0.21151744632729766
76,Crucianella,10,7,0.7,0.39981957600360846,0.2689414213699951,0.4805505259006458,0,0.0,0.03437077131258457,0.2689414213699951,0.025127047222195022,0,0.0,0.06928281461434371,0.2689414213699951,0.05064979597544825,0,0.0,0.014343707713125846,0.2689414213699951,0.010486090573042018,0,0.0,0.013441587731168245,0.2689414213699951,0.00982658802127837,3,0.3,0.1742895805142084,0.2689414213699951,0.2080983194117355,0,0.0,0.31655390166892194,0.2689414213699951,0.23141944541386442
77,Cruciata,18,7,0.3888888888888889,0.39981957600360846,0.45016600268752216,0.3948989522785471,0,0.0,0.03437077131258457,0.45016600268752216,0.018898218581511417,0,0.0,0.06928281461434371,0.45016600268752216,0.03809404690446396,0,0.0,0.014343707713125846,0.45016600268752216,0.007886658148189804,0,0.0,0.013441587731168245,0.45016600268752216,0.007390641912454596,11,0.6111111111111112,0.1742895805142084,0.45016600268752216,0.37093178283086126,0,0.0,0.31655390166892194,0.45016600268752216,0.1740520971194844
78,Cruckshanksia,3,3,1.0,0.39981957600360846,0.15446526508353473,0.4925266042941593,0,0.0,0.03437077131258457,0.15446526508353473,0.029061681010660645,0,0.0,0.06928281461434371,0.15446526508353473,0.058581026289205716,0,0.0,0.014343707713125846,0.15446526508353473,0.01212810309893712,0,0.0,0.013441587731168245,0.15446526508353473,0.011365329319129754,0,0.0,0.1742895805142084,0.15446526508353473,0.14736789425878313,0,0.0,0.31655390166892194,0.15446526508353473,0.26765731933440473
79,Cryptolepis,54,15,0.2777777777777778,0.39981957600360846,0.9677045353015494,0.28171917436411553,9,0.16666666666666666,0.03437077131258457,0.9677045353015494,0.16239410924850897,1,0.018518518518518517,0.06928281461434371,0.9677045353015494,0.020157975051022934,0,0.0,0.014343707713125846,0.9677045353015494,0.0004632367060941489,0,0.0,0.013441587731168245,0.9677045353015494,0.0004341023220630704,5,0.09259259259259259,0.1742895805142084,0.9677045353015494,0.09523103478198487,24,0.4444444444444444,0.31655390166892194,0.9677045353015494,0.44031415993497186
80,Cryptostegia,29,20,0.6896551724137931,0.39981957600360846,0.7109495026250039,0.6058780491144506,9,0.3103448275862069,0.03437077131258457,0.7109495026250039,0.2305743893577212,0,0.0,0.06928281461434371,0.7109495026250039,0.0200262320238157,0,0.0,0.014343707713125846,0.7109495026250039,0.004146055848680594,0,0.0,0.013441587731168245,0.7109495026250039,0.003885297619203827,0,0.0,0.1742895805142084,0.7109495026250039,0.05037848993491137,0,0.0,0.31655390166892194,0.7109495026250039,0.0915000627233975
81,Curtia,6,6,1.0,0.39981957600360846,0.19781611144141828,0.5185449336418363,0,0.0,0.03437077131258457,0.19781611144141828,0.02757167898428684,0,0.0,0.06928281461434371,0.19781611144141828,0.05557755763761757,0,0.0,0.014343707713125846,0.19781611144141828,0.011506291229663013,0,0.0,0.013441587731168245,0.19781611144141828,0.010782625114589866,0,0.0,0.1742895805142084,0.19781611144141828,0.1398122934321317,0,0.0,0.31655390166892194,0.19781611144141828,0.2539344397791667
82,Cyclocotyla,1,0,0.0,0.39981957600360846,0.13010847436299786,0.3477996609493183,0,0.0,0.03437077131258457,0.13010847436299786,0.029898842694424697,0,0.0,0.06928281461434371,0.13010847436299786,0.06026853330529704,0,0.0,0.014343707713125846,0.13010847436299786,0.012477469785862276,0,0.0,0.013441587731168245,0.13010847436299786,0.011692723258449556,0,0.0,0.1742895805142084,0.13010847436299786,0.15161302909613786,1,1.0,0.31655390166892194,0.13010847436299786,0.4054760308321219
83,Cynanchum,113,80,0.7079646017699115,0.39981957600360846,0.9999085841261478,0.7079364324231079,0,0.0,0.03437077131258457,0.9999085841261478,3.1420340945139224e-06,4,0.035398230088495575,0.06928281461434371,0.9999085841261478,0.03540132767740012,5,0.04424778761061947,0.014343707713125846,0.9999085841261478,0.04424505390302389,0,0.0,0.013441587731168245,0.9999085841261478,1.2287744884057072e-06,18,0.1592920353982301,0.1742895805142084,0.9999085841261478,0.1592934064119225,7,0.061946902654867256,0.31655390166892194,0.9999085841261478,0.06197017777617101
84,Cyrtophyllum,6,5,0.8333333333333334,0.39981957600360846,0.19781611144141828,0.4855755817349333,0,0.0,0.03437077131258457,0.19781611144141828,0.02757167898428684,1,0.16666666666666666,0.06928281461434371,0.19781611144141828,0.08854690954452062,0,0.0,0.014343707713125846,0.19781611144141828,0.011506291229663013,0,0.0,0.013441587731168245,0.19781611144141828,0.010782625114589866,0,0.0,0.1742895805142084,0.19781611144141828,0.1398122934321317,1,0.16666666666666666,0.31655390166892194,0.19781611144141828,0.2869037916860697
85,Damnacanthus,20,3,0.15,0.39981957600360846,0.5,0.2749097880018042,0,0.0,0.03437077131258457,0.5,0.017185385656292285,17,0.85,0.06928281461434371,0.5,0.45964140730717185,0,0.0,0.014343707713125846,0.5,0.007171853856562923,0,0.0,0.013441587731168245,0.5,0.006720793865584123,0,0.0,0.1742895805142084,0.5,0.0871447902571042,0,0.0,0.31655390166892194,0.5,0.15827695083446097
86,Debia,4,4,1.0,0.39981957600360846,0.16798161486607552,0.5006388528375282,0,0.0,0.03437077131258457,0.16798161486607552,0.028597113643304032,0,0.0,0.06928281461434371,0.16798161486607552,0.05764457553295932,0,0.0,0.014343707713125846,0.16798161486607552,0.011934228528307982,0,0.0,0.013441587731168245,0.16798161486607552,0.011183648117722576,0,0.0,0.1742895805142084,0.16798161486607552,0.14501213532510077,0,0.0,0.31655390166892194,0.16798161486607552,0.26337866607441957
87,Decalepis,8,0,0.0,0.39981957600360846,0.23147521650098238,0.3072712530868422,0,0.0,0.03437077131258457,0.23147521650098238,0.026414789581698305,0,0.0,0.06928281461434371,0.23147521650098238,0.053245560101691077,0,0.0,0.014343707713125846,0.23147521650098238,0.01102349486480323,0,0.0,0.013441587731168245,0.23147521650098238,0.010330193300979128,8,1.0,0.1742895805142084,0.23147521650098238,0.36542107863179896,0,0.0,0.31655390166892194,0.23147521650098238,0.24327951874587755
88,Deppea,1,0,0.0,0.39981957600360846,0.13010847436299786,0.3477996609493183,0,0.0,0.03437077131258457,0.13010847436299786,0.029898842694424697,0,0.0,0.06928281461434371,0.13010847436299786,0.06026853330529704,0,0.0,0.014343707713125846,0.13010847436299786,0.012477469785862276,0,0.0,0.013441587731168245,0.13010847436299786,0.011692723258449556,0,0.0,0.1742895805142084,0.13010847436299786,0.15161302909613786,1,1.0,0.31655390166892194,0.13010847436299786,0.4054760308321219
89,Desmidorchis,31,29,0.9354838709677419,0.39981957600360846,0.7502601055951177,0.8017071265069335,0,0.0,0.03437077131258457,0.7502601055951177,0.008583752798219229,0,0.0,0.06928281461434371,0.7502601055951177,0.017302682805859237,0,0.0,0.014343707713125846,0.7502601055951177,0.0035821960496505447,0,0.0,0.013441587731168245,0.7502601055951177,0.0033569007006159193,2,0.06451612903225806,0.1742895805142084,0.7502601055951177,0.09193093921381981,0,0.0,0.31655390166892194,0.7502601055951177,0.07905613797625007
90,Dimetia,30,10,0.3333333333333333,0.39981957600360846,0.7310585786300049,0.35121423793862755,0,0.0,0.03437077131258457,0.7310585786300049,0.009243724090389547,10,0.3333333333333333,0.06928281461434371,0.7310585786300049,0.26231921151556375,0,0.0,0.014343707713125846,0.7310585786300049,0.0038576171400838267,0,0.0,0.013441587731168245,0.7310585786300049,0.0036149997098898754,5,0.16666666666666666,0.1742895805142084,0.7310585786300049,0.16871678395180556,5,0.16666666666666666,0.31655390166892194,0.7310585786300049,0.2069775526933917
91,Dioecrescis,5,3,0.6,0.39981957600360846,0.18242552380635635,0.4363375947069287,1,0.2,0.03437077131258457,0.18242552380635635,0.06458577011352912,0,0.0,0.06928281461434371,0.18242552380635635,0.05664386086754338,0,0.0,0.014343707713125846,0.18242552380635635,0.01172704932023359,0,0.0,0.013441587731168245,0.18242552380635635,0.010989499048520784,1,0.2,0.1742895805142084,0.18242552380635635,0.17897981725618506,0,0.0,0.31655390166892194,0.18242552380635635,0.25880639034402303
92,Diplorhynchus,3,0,0.0,0.39981957600360846,0.15446526508353473,0.3380613392106246,0,0.0,0.03437077131258457,0.15446526508353473,0.029061681010660645,0,0.0,0.06928281461434371,0.15446526508353473,0.058581026289205716,0,0.0,0.014343707713125846,0.15446526508353473,0.01212810309893712,0,0.0,0.013441587731168245,0.15446526508353473,0.011365329319129754,0,0.0,0.1742895805142084,0.15446526508353473,0.14736789425878313,3,1.0,0.31655390166892194,0.15446526508353473,0.4221225844179395
93,Diplospora,59,53,0.8983050847457628,0.39981957600360846,0.9801596942659225,0.8884149798483112,0,0.0,0.03437077131258457,0.9801596942659225,0.000681926611157737,0,0.0,0.06928281461434371,0.9801596942659225,0.0013745922240659897,0,0.0,0.014343707713125846,0.9801596942659225,0.00028458354638866194,0,0.0,0.013441587731168245,0.9801596942659225,0.0002666852101378027,6,0.1016949152542373,0.1742895805142084,0.9801596942659225,0.10313521560765813,0,0.0,0.31655390166892194,0.9801596942659225,0.006280526190426507
94,Dischidanthus,15,14,0.9333333333333333,0.39981957600360846,0.3775406687981454,0.6012427167588843,0,0.0,0.03437077131258457,0.3775406687981454,0.02139440732412328,1,0.06666666666666667,0.06928281461434371,0.3775406687981454,0.06829511236850283,0,0.0,0.014343707713125846,0.3775406687981454,0.008928374710067197,0,0.0,0.013441587731168245,0.3775406687981454,0.008366841709434041,0,0.0,0.1742895805142084,0.3775406687981454,0.10848817572232594,0,0.0,0.31655390166892194,0.3775406687981454,0.19704192992217479
95,Dischidia,10,6,0.6,0.39981957600360846,0.2689414213699951,0.45365638376364625,0,0.0,0.03437077131258457,0.2689414213699951,0.025127047222195022,0,0.0,0.06928281461434371,0.2689414213699951,0.05064979597544825,0,0.0,0.014343707713125846,0.2689414213699951,0.010486090573042018,0,0.0,0.013441587731168245,0.2689414213699951,0.00982658802127837,4,0.4,0.1742895805142084,0.2689414213699951,0.23499246154873504,0,0.0,0.31655390166892194,0.2689414213699951,0.23141944541386442
96,Diyaminauclea,1,0,0.0,0.39981957600360846,0.13010847436299786,0.3477996609493183,0,0.0,0.03437077131258457,0.13010847436299786,0.029898842694424697,0,0.0,0.06928281461434371,0.13010847436299786,0.06026853330529704,0,0.0,0.014343707713125846,0.13010847436299786,0.012477469785862276,0,0.0,0.013441587731168245,0.13010847436299786,0.011692723258449556,0,0.0,0.1742895805142084,0.13010847436299786,0.15161302909613786,1,1.0,0.31655390166892194,0.13010847436299786,0.4054760308321219
97,Dolichopentas,10,0,0.0,0.39981957600360846,0.2689414213699951,0.2922915309416492,0,0.0,0.03437077131258457,0.2689414213699951,0.025127047222195022,9,0.9,0.06928281461434371,0.2689414213699951,0.29269707520844385,0,0.0,0.014343707713125846,0.2689414213699951,0.010486090573042018,0,0.0,0.013441587731168245,0.2689414213699951,0.00982658802127837,1,0.1,0.1742895805142084,0.2689414213699951,0.1543100351377365,0,0.0,0.31655390166892194,0.2689414213699951,0.23141944541386442
98,Dunnia,2,2,1.0,0.39981957600360846,0.1418510649004878,0.4849558082799229,0,0.0,0.03437077131258457,0.1418510649004878,0.02949524080044331,0,0.0,0.06928281461434371,0.1418510649004878,0.059454973581995973,0,0.0,0.014343707713125846,0.1418510649004878,0.012309037499397603,0,0.0,0.013441587731168245,0.1418510649004878,0.011534884197548698,0,0.0,0.1742895805142084,0.1418510649004878,0.14956641791720862,0,0.0,0.31655390166892194,0.1418510649004878,0.27165039361878107
99,Duroia,5,2,0.4,0.39981957600360846,0.18242552380635635,0.3998524899456575,0,0.0,0.03437077131258457,0.18242552380635635,0.028100665352257845,0,0.0,0.06928281461434371,0.18242552380635635,0.05664386086754338,0,0.0,0.014343707713125846,0.18242552380635635,0.01172704932023359,0,0.0,0.013441587731168245,0.18242552380635635,0.010989499048520784,3,0.6,0.1742895805142084,0.18242552380635635,0.2519500267787276,0,0.0,0.31655390166892194,0.18242552380635635,0.25880639034402303
100,Dyera,3,0,0.0,0.39981957600360846,0.15446526508353473,0.3380613392106246,0,0.0,0.03437077131258457,0.15446526508353473,0.029061681010660645,0,0.0,0.06928281461434371,0.15446526508353473,0.058581026289205716,1,0.3333333333333333,0.014343707713125846,0.15446526508353473,0.06361652479344869,0,0.0,0.013441587731168245,0.15446526508353473,0.011365329319129754,0,0.0,0.1742895805142084,0.15446526508353473,0.14736789425878313,2,0.6666666666666666,0.31655390166892194,0.15446526508353473,0.37063416272342786
101,Echites,1,1,1.0,0.39981957600360846,0.13010847436299786,0.47790813531231613,0,0.0,0.03437077131258457,0.13010847436299786,0.029898842694424697,0,0.0,0.06928281461434371,0.13010847436299786,0.06026853330529704,0,0.0,0.014343707713125846,0.13010847436299786,0.012477469785862276,0,0.0,0.013441587731168245,0.13010847436299786,0.011692723258449556,0,0.0,0.1742895805142084,0.13010847436299786,0.15161302909613786,0,0.0,0.31655390166892194,0.13010847436299786,0.2753675564691241
102,Emmenopterys,2,1,0.5,0.39981957600360846,0.1418510649004878,0.414030275829679,0,0.0,0.03437077131258457,0.1418510649004878,0.02949524080044331,0,0.0,0.06928281461434371,0.1418510649004878,0.059454973581995973,0,0.0,0.014343707713125846,0.1418510649004878,0.012309037499397603,0,0.0,0.013441587731168245,0.1418510649004878,0.011534884197548698,0,0.0,0.1742895805142084,0.1418510649004878,0.14956641791720862,2,1.0,0.31655390166892194,0.1418510649004878,0.4135014585192689
103,Enicostema,1,1,1.0,0.39981957600360846,0.13010847436299786,0.47790813531231613,0,0.0,0.03437077131258457,0.13010847436299786,0.029898842694424697,0,0.0,0.06928281461434371,0.13010847436299786,0.06026853330529704,0,0.0,0.014343707713125846,0.13010847436299786,0.012477469785862276,0,0.0,0.013441587731168245,0.13010847436299786,0.011692723258449556,0,0.0,0.1742895805142084,0.13010847436299786,0.15161302909613786,0,0.0,0.31655390166892194,0.13010847436299786,0.2753675564691241
104,Eumachia,20,1,0.05,0.39981957600360846,0.5,0.22490978800180422,0,0.0,0.03437077131258457,0.5,0.017185385656292285,0,0.0,0.06928281461434371,0.5,0.034641407307171856,0,0.0,0.014343707713125846,0.5,0.007171853856562923,0,0.0,0.013441587731168245,0.5,0.006720793865584123,1,0.05,0.1742895805142084,0.5,0.1121447902571042,19,0.95,0.31655390166892194,0.5,0.6332769508344609
