,Genus,H,Hbc,G,J
186,Orthanthera,0.6365141682948128,1.0662472192320789,0.4444444444444444,0.9182958340544894
187,Orthosia,0.41351322707568855,0.5695492693404948,0.17800453514739223,0.2982867410220439
188,Oxyanthus,0.9743147528693494,1.147477030398024,0.59375,0.8868595071429147
189,Oxyceros,0.45056120886630463,0.7163450364623231,0.2777777777777777,0.6500224216483541
190,Oxystelma,0.410116318288409,0.6556701949606574,0.24489795918367352,0.5916727785823274
191,Paederia,0.37953492558109464,0.4908659924368942,0.17898022892819987,0.3454675771388098
192,Palicourea,1.2630329288140563,1.3135134688122667,0.6466520492494519,0.7049120992552699
193,Parahancornia,0.5004024235381879,0.5391223794591277,0.31999999999999984,0.7219280948873623
194,Parepigynum,-0.0,-0.0,0.0,
195,Parsonsia,0.9183987247993113,0.9298545627973556,0.5444234404536862,0.8359625449963987
196,Pauridiantha,0.6730116670092565,0.7070860020527115,0.48,0.9709505944546688
197,Pavetta,0.5940241655824705,0.7104088103830851,0.32199546485260777,0.5407040970774403
198,Pentagonia,-0.0,-0.0,0.0,
199,Pentalinon,-0.0,-0.0,0.0,
200,Pentanisia,0.6931471805599453,-0.0,0.5,1.0
201,Pentas,0.6365141682948128,0.6373523863030217,0.4444444444444444,0.9182958340544894
202,Pergularia,0.7549967581308246,0.836193325867409,0.3673469387755104,0.5446150394212924
203,Periploca,0.5645206369836173,0.5759420143958266,0.27104280379201384,0.40721556172787177
204,Petchia,0.47413931305783735,0.47793490555508145,0.2975206611570247,0.6840384356390417
205,Picralima,-0.0,-0.0,0.0,
206,Pleiocarpa,-0.0,-0.0,0.0,
207,Plocama,0.9451082776667623,0.9451274194593442,0.5564236111111112,0.8602746277420159
208,Plumeria,1.168884613661758,1.1939692632373313,0.6224999999999999,0.6523669240968765
209,Pogonopus,-0.0,-0.0,0.0,
210,Posoqueria,-0.0,-0.0,0.0,
211,Prismatomeris,0.5799151714181009,0.5833098935524508,0.3911111111111112,0.8366407419411673
212,Psychotria,0.9216114634708363,0.9834021856093642,0.5224445646295295,0.6648021439878978
213,Psydrax,1.4264444338582805,1.5483500003241963,0.728395061728395,0.8862997589642573
214,Rauvolfia,0.6309768782356491,0.6677772241700677,0.27241577807625894,0.3242579717989401
215,Rennellia,-0.0,-0.0,0.0,
216,Rhazya,0.08831978220001763,0.1454769691360361,0.03447214527546949,0.12741851179235877
217,Rhodopentas,0.6931471805599453,0.6938247437862991,0.5,1.0
218,Richardia,1.2130075659799042,1.5783733070193486,0.65625,0.875
219,Ridsdalea,-0.0,-0.0,0.0,
220,Rondeletia,-0.0,-0.0,0.0,
221,Rosenbergiodendron,-0.0,-0.0,0.0,
222,Rothmannia,0.8222653373287878,1.0991339812717986,0.4140625,0.5931390622295665
223,Rubia,1.3663179086736161,1.3667996796375397,0.7162675868647337,0.8489410483733469
224,Rudgea,-0.0,-0.0,0.0,
225,Ruehssia,0.5623351446188083,0.8922673623509298,0.375,0.8112781244591328
226,Saprosma,0.6365141682948128,0.6365147341591451,0.4444444444444444,0.9182958340544894
227,Sarcolobus,-0.0,-0.0,0.0,
228,Schenkia,1.2319253440933458,1.2479253835491555,0.6631944444444444,0.8886462923344499
229,Schizozygia,-0.0,-0.0,0.0,
230,Schultesia,0.6365141682948128,1.0662472192320789,0.4444444444444444,0.9182958340544894
231,Schumanniophyton,0.760755259244303,1.0221227815731777,0.3765432098765431,0.5487689199209769
232,Scleromitrion,1.160393582897528,1.1614633583102454,0.6399523903987304,0.83704703376282
233,Scyphiphora,0.5010469137590966,0.6428660897866849,0.25396825396825395,0.4560725552838438
234,Secamone,-0.0,-0.0,0.0,
235,Simira,1.0466304865832219,1.0504287341243403,0.634920634920635,0.9526841246715824
236,Singaporandia,-0.0,-0.0,0.0,
237,Sinomarsdenia,-0.0,-0.0,0.0,
238,Solenandra,-0.0,-0.0,0.0,
239,Solenostemma,0.5876929781664841,0.5876930058542259,0.39830834294502115,0.8478617451660525
240,Spermacoce,1.496729385658594,1.4983418023370765,0.7554289782840868,0.9299702548916305
241,Spigelia,-0.0,-0.0,0.0,
242,Stapelia,-0.0,-0.0,0.0,
243,Stenostomum,1.0017680654251162,1.0055645287110457,0.606508875739645,0.9118485891320207
244,Stephanotis,0.3153962874226617,0.5110563258597702,0.13991769547325106,0.28708607274457926
245,Strempeliopsis,-0.0,-0.0,0.0,
246,Streptocaulon,0.30463609734923813,0.33516580120760026,0.16528925619834722,0.43949698692151334
247,Strophanthus,0.32069729293139926,0.37334503522776363,0.15036420395421446,0.29191125589919714
248,Strumpfia,-0.0,-0.0,0.0,
249,Strychnos,0.9860239029625977,0.9864423464207579,0.4972548846904773,0.5503104182769616
250,Swertia,1.1456408111315888,1.1607845293793095,0.6342767862508263,0.6393943109033301
251,Syringantha,-0.0,-0.0,0.0,
252,Tabernaemontana,0.42652975844006435,0.43827904480622654,0.1938145628621819,0.26501783954808444
253,Tabernanthe,-0.0,-0.0,0.0,
254,Tamilnadia,0.9556998911125343,1.1825433026691294,0.5714285714285714,0.8699155297736259
255,Tarenna,0.7683911123797956,0.8151654330472633,0.4631141868512112,0.5542770236467427
256,Telosma,0.46203690946645704,0.4658402059648452,0.2873345935727789,0.6665783579949205
257,Thevetia,-0.0,-0.0,0.0,
258,Thiollierea,-0.0,-0.0,0.0,
259,Timonius,0.6730116670092565,0.7070860020527115,0.48,0.9709505944546688
260,Tinadendron,-0.0,-0.0,0.0,
261,Tocoyena,0.6365141682948128,0.6373523863030217,0.4444444444444444,0.9182958340544894
262,Trachelospermum,0.9701442562342109,0.9965846165648755,0.5727212743896692,0.699811153708004
263,Tricalysia,-0.0,-0.0,0.0,
264,Tripterospermum,0.7506793691085899,0.7583620153641728,0.443758573388203,0.6832978083821251
265,Uncaria,1.0787582578637978,1.0957785104012316,0.6404021750282138,0.7781595944690594
266,Urceola,0.31449220128141064,0.34567953711030763,0.17233560090702937,0.4537163391869449
267,Utania,0.30463609734923813,0.49377042833277396,0.16528925619834722,0.43949698692151334
268,Vallaris,0.6365141682948128,1.0662472192320789,0.4444444444444444,0.9182958340544894
269,Vallesia,-0.0,-0.0,0.0,
270,Vangueria,-0.0,-0.0,0.0,
271,Vinca,0.4485220872808146,0.4748425409451458,0.20679518344734016,0.323540295524599
272,Vincetoxicum,1.1398941020981006,1.1431685245646606,0.5768329262895637,0.6361870115240423
273,Voacanga,-0.0,-0.0,0.0,
274,Wendlandia,0.34883209584303193,0.5623257226734768,0.19753086419753085,0.5032583347756457
275,Wrightia,0.7474359091744861,0.7537589706449754,0.4575999999999999,0.6803454839201113
276,Xestaea,0.9433483923290393,1.087256154627757,0.58,0.858672711073255
277,Xysmalobium,-0.0,-0.0,0.0,
278,Zeltnera,-0.0,-0.0,0.0,
