,Genus,FAD,MFAD,APWD,N
78,Diplospora,1292.583930648826,21.54306551081377,0.7302734071462293,60
79,Dischidanthus,73.47600035209196,4.898400023472798,0.6997714319246853,15
80,Dischidia,36.79759562279208,3.679759562279208,0.8177243471731573,10
81,Dolichopentas,33.48443035179899,3.348443035179899,0.7440984522621998,10
82,Dunnia,0.8255813953488372,0.4127906976744186,0.8255813953488372,2
83,Duroia,9.803267706616227,1.6338779511027044,0.6535511804410817,6
84,Dyera,3.4295978973945083,0.8573994743486271,0.5715996495657514,4
85,Emmenopterys,0.28395061728395066,0.14197530864197533,0.28395061728395066,2
86,Eumachia,99.8025196323222,4.752500934872486,0.47525009348724856,21
87,Eustoma,170.60266273350135,7.754666487886425,0.7385396655129929,22
88,Exacum,10.411246410845877,1.7352077351409794,0.6940830940563918,6
89,Exallage,38.64834417243209,3.864834417243209,0.8588520927207131,10
90,Exostema,86.00143585578142,4.777857547543412,0.5621008879462838,18
91,Fadogia,17.754405311239122,2.2193006639048902,0.6340859039728258,8
92,Fagraea,246.79361838609358,9.492062245618984,0.7593649796495188,26
93,Faramea,59.621813845876595,4.586293372759738,0.7643822287932897,13
94,Feretia,8.191782529093947,1.3652970881823245,0.5461188352729298,6
95,Forsteronia,0.3367231638418078,0.11224105461393592,0.11224105461393592,3
96,Frasera,46.5645781989272,3.5818906306867078,0.596981771781118,13
97,Funastrum,1.0410972272879744,0.2602743068219936,0.17351620454799574,4
98,Funtumia,23.63266628084773,2.625851808983081,0.6564629522457702,9
99,Galianthe,0.19999999999999996,0.09999999999999998,0.19999999999999996,2
100,Galium,7198.1983332032,53.31998765335703,0.7958207112441348,135
101,Gardenia,29104.89747819709,110.24582378104958,0.8383712835060805,264
102,Gardneria,286.42096976110247,9.876585164175948,0.7054703688697105,29
103,Geissospermum,175.71473106902363,7.987033230410165,0.7606698314676348,22
104,Gelsemium,6716.872207704024,50.12591199779122,0.7537731127487401,134
105,Geniostoma,1.6802785182461624,0.5600928394153875,0.5600928394153875,3
106,Genipa,215.55223173922383,8.29047045150861,0.6632376361206888,26
107,Gentiana,52358.14126200843,147.90435384748145,0.8379850076344557,354
108,Gentianella,2172.4945848753882,28.585455064149844,0.7622788017106625,76
109,Gentianopsis,364.4991835559929,11.390599486124778,0.7348773862015986,32
110,Gomphocarpus,578.300939742727,13.769069993874453,0.671661950920705,42
111,Gongronemopsis,304.1936346050784,8.4498231834744,0.48284703905568,36
112,Gonioma,26.67854738100101,2.9642830423334456,0.7410707605833614,9
113,Guettarda,388.059282911798,11.413508320935236,0.6917277770263779,34
114,Guettardella,0.0,0.0,0.0,2
115,Gymnema,4862.883065223259,39.53563467661186,0.6481251586329814,123
116,Gynochthodes,1227.9836266662192,21.543572397652966,0.7694132999161775,57
117,Halenia,800.6822479805996,16.680880166262494,0.7098246879260635,48
118,Hamelia,60.045366998521764,4.618874384501674,0.7698123974169457,13
119,Hancornia,2.6859985785358917,0.895332859511964,0.895332859511964,3
120,Haplophyton,171.64962955196324,7.802255888725602,0.7430719894024382,22
121,Hedyotis,626.8616883571262,14.925278294217291,0.7280623558154776,42
122,Heinsia,1.8118018543193426,0.6039339514397809,0.6039339514397809,3
123,Helia,576.9234411842363,15.59252543741179,0.8662514131895439,37
124,Hemidesmus,206.29178211312302,8.969207917961871,0.8153825379965337,23
125,Heterophyllaea,62.28529689790958,4.448949778422113,0.6844538120649405,14
126,Heterostemma,26.910640292999567,2.9900711436666185,0.7475177859166546,9
127,Himalrandia,29.230061440122817,3.247784604458091,0.8119461511145227,9
128,Himatanthus,426.4278126212568,13.325869144414275,0.8597334931880177,32
129,Hintonia,231.95164645782913,8.921217171454966,0.7136973737163973,26
130,Hoffmannia,160.08191350053752,8.004095675026877,0.8425363868449344,20
131,Holarrhena,3044.8272861466016,34.600310069847744,0.7954094268930516,88
132,Hoodia,427.41558085925783,10.176561449029949,0.49641763165999747,42
133,Hoppea,20.538056727809586,2.282006303089954,0.5705015757724885,9
134,Hoya,3955.1525116785297,39.9510354715003,0.8153272545204143,99
135,Hunteria,2443.100299622802,30.538753745285028,0.7731330062097476,80
136,Hydnophytum,7.523235376800358,1.5046470753600716,0.7523235376800358,5
137,Hymenodictyon,388.5040052359484,12.532387265675755,0.8354924843783836,31
138,Ichnocarpus,2.2530881893525923,0.7510293964508641,0.7510293964508641,3
139,Isertia,392.9614189395496,11.907921786046957,0.7442451116279348,33
140,Ixanthus,4.317211963094316,1.079302990773579,0.719535327182386,4
141,Ixora,1230.909898302793,22.794627746348016,0.8601746319376611,54
142,Jasminanthes,173.4022475795938,6.936089903183752,0.5780074919319793,25
143,Keetia,15.84371749639959,2.26338821377137,0.75446273792379,7
144,Kibatalia,62.009229740597775,4.429230695756984,0.681420107039536,14
145,Knoxia,8.77455605906285,1.4624260098438082,0.5849704039375233,6
146,Kopsia,33849.08876293128,115.13295497595674,0.7858904776515818,294
147,Ladenbergia,0.2857142857142857,0.14285714285714285,0.2857142857142857,2
148,Lamprothamnus,0.5,0.25,0.5,2
149,Lasianthus,336.5736214658972,11.219120715529906,0.7737324631399936,30
150,Leichhardtia,9.520759688053563,1.5867932813422605,0.6347173125369042,6
151,Leptadenia,575.6008402018908,13.70478190956883,0.6685259468082356,42
152,Leptopetalum,62.23429808962974,4.787253699202288,0.7978756165337146,13
153,Leuconotis,683.2996299995359,15.890689069756649,0.7566994795122214,43
154,Lomatogonium,51.06176245078343,3.9278278808294944,0.654637980138249,13
155,Luculia,4.128511015430029,0.8257022030860058,0.4128511015430029,5
156,Malouetia,6.512521470529717,1.3025042941059435,0.6512521470529717,5
157,Mandevilla,207.84361869647847,9.036679073759933,0.8215162794327212,23
158,Marsdenia,1294.072706320741,22.311598384840362,0.7828631012224688,58
159,Matelea,325.05766525296525,10.485731137192428,0.6990487424794951,31
160,Melanopsidium,1.8382352941176472,0.6127450980392157,0.6127450980392157,3
161,Melodinus,7394.972498107147,53.2012409935766,0.7710324781677768,139
162,Metagentiana,339.55169384931264,10.953280446752022,0.7302186964501347,31
163,Mexotis,0.575,0.2875,0.575,2
164,Microplumeria,0.7621487119437939,0.25404957064793127,0.25404957064793127,3
165,Mitchella,20.261681858838973,2.5327102323548716,0.7236314949585347,8
166,Mitracarpus,293.7931991304664,10.492614254659514,0.7772306855303344,28
167,Mitragyna,2921.1125829490384,34.366030387635746,0.818238818753232,85
168,Mondia,38.501166702538995,3.5001060638671815,0.7000212127734363,11
169,Morinda,21240.096702224368,93.5687079393144,0.8280416631797735,227
170,Mostuea,79.66389945568307,5.310926630378871,0.7587038043398387,15
171,Mussaenda,811.9005604505269,17.274480009585677,0.7510643482428556,47
172,Mycetia,15.44118645448405,2.2058837792120074,0.735294593070669,7
173,Nauclea,2284.5461428649505,30.460615238199342,0.8232598713026849,75
174,Neolamarckia,88.85555878387297,5.55347242399206,0.740462989865608,16
175,Neonauclea,2533.1338664209056,31.66417333026132,0.8016246412724385,80
176,Nerium,4818.19834911514,42.63892344349682,0.7614093472053003,113
177,Nernstia,14.037100409964463,2.005300058566352,0.6684333528554506,7
178,Notopleura,0.725,0.3625,0.725,2
179,Ochrosia,1184.1014218384657,21.144668247115458,0.7688970271678349,56
180,Odontadenia,0.8571428571428572,0.4285714285714286,0.8571428571428572,2
181,Oldenlandia,846.1446291570089,17.628013107437685,0.7501282173377739,48
182,Oncinotis,5.445458638949738,1.0890917277899477,0.5445458638949738,5
183,Ophiorrhiza,3407.404564581602,37.44400620419343,0.832089026759854,91
184,Orbea,102.388022987863,4.266167624494291,0.3709710977821123,24
185,Orphium,6.944383994383995,1.388876798876799,0.6944383994383995,5
186,Orthanthera,1.3846153846153846,0.4615384615384615,0.4615384615384615,3
187,Orthosia,490.8536460066453,11.686991571586793,0.5700971498335021,42
188,Oxyanthus,19.852893509380372,2.4816116886725466,0.709031911049299,8
189,Oxyceros,11.160035506851534,1.860005917808589,0.7440023671234356,6
190,Oxystelma,12.075606735970386,1.725086676567198,0.5750288921890659,7
191,Paederia,306.2305395144524,9.878404500466207,0.6585603000310805,31
192,Palicourea,2241.5928331604264,30.291795042708465,0.8299121929509169,74
193,Parahancornia,34.92658350744273,3.4926583507442728,0.776146300165394,10
194,Parepigynum,36.98400060051726,2.311500037532329,0.3082000050043105,16
195,Parsonsia,198.19480493035553,8.617165431754588,0.7833786756140535,23
196,Pauridiantha,7.307071503636754,1.4614143007273508,0.7307071503636754,5
197,Pavetta,149.18030762870757,7.103824172795599,0.7103824172795599,21
198,Pentagonia,0.0,0.0,0.0,2
199,Pentalinon,6.629315647773168,1.3258631295546335,0.6629315647773167,5
200,Pentanisia,0.9508196721311475,0.47540983606557374,0.9508196721311475,2
201,Pentas,75.27363030277736,5.018242020185157,0.7168917171693082,15
202,Pergularia,285.77815326185146,10.206362616494696,0.7560268604810885,28
203,Periploca,5359.662713697392,45.42087045506265,0.7764251359839768,118
204,Petchia,178.4447131633794,8.111123325608155,0.7724879357722052,22
205,Picralima,79.66060377866106,4.978787736166316,0.6638383648221755,16
206,Pleiocarpa,108.67555220753866,6.0375306781965925,0.7102977268466579,18
207,Plocama,842.6342330469662,17.554879855145128,0.7470161640487288,48
208,Plumeria,10265.183804584263,66.6570376921056,0.8713338260405962,154
209,Pogonopus,9.082391417616194,1.2974844882308847,0.43249482941029493,7
210,Posoqueria,0.5882352941176471,0.29411764705882354,0.5882352941176471,2
211,Prismatomeris,71.22371284343934,4.748247522895956,0.6783210746994224,15
212,Psychotria,676.8694226819255,16.509010309315254,0.8254505154657628,41
213,Psydrax,109.40242731782544,6.435436901048555,0.8044296126310694,17
214,Rauvolfia,14542.007129066085,76.94183666172532,0.818530177252397,189
215,Rennellia,30.39533742390418,2.7632124930821984,0.5526424986164397,11
216,Rhazya,1233.6062551040063,21.642215001824674,0.7729362500651669,57
217,Rhodopentas,24.234735524580945,2.692748391620105,0.6731870979050263,9
218,Richardia,24.843523426791016,3.105440428348877,0.8872686938139649,8
219,Ridsdalea,1.6143018018018018,0.5381006006006006,0.5381006006006006,3
220,Rondeletia,1.330856819833643,0.44361893994454765,0.44361893994454765,3
221,Rosenbergiodendron,45.92845002316773,3.061896668211182,0.43741380974445454,15
222,Rothmannia,81.97801672122587,5.123626045076617,0.683150139343549,16
223,Rubia,29305.931259075704,109.76004216882286,0.8252634749535553,267
224,Rudgea,51.803107402645196,3.984854415588092,0.6641424025980154,13
225,Ruehssia,4.618583684386713,1.1546459210966782,0.7697639473977854,4
226,Saprosma,335.6319407709445,10.170664871846803,0.6356665544904252,33
227,Sarcolobus,151.62079780740498,7.220037990828809,0.7220037990828809,21
228,Schenkia,170.18084720476332,7.735493054761969,0.7367136242630447,22
229,Schizozygia,46.676477042833,3.889706420236083,0.7072193491338333,12
230,Schultesia,0.6046511627906976,0.3023255813953488,0.6046511627906976,2
231,Schumanniophyton,100.76251867889475,5.927206981111456,0.740900872638932,17
232,Scleromitrion,2051.2764155387263,29.303948793410374,0.8493898200988514,70
233,Scyphiphora,116.62610686347523,6.138216150709223,0.6820240167454692,19
234,Secamone,80.97523843173335,5.060952401983334,0.6747936535977779,16
235,Simira,155.98586898664098,7.799293449332049,0.8209782578244262,20
236,Singaporandia,10.153250594162438,1.6922084323604063,0.6768833729441626,6
237,Sinomarsdenia,4.231902964329361,0.7053171607215601,0.28212686428862405,6
238,Solenandra,42.1311815600621,3.2408601200047773,0.5401433533341296,13
239,Solenostemma,926.5895786351766,18.16842311049366,0.7267369244197464,51
240,Spermacoce,1091.6353797705124,21.40461528961789,0.8561846115847156,51
241,Spigelia,1.7259865971705137,0.43149664929262843,0.2876644328617523,4
242,Stapelia,0.5,0.25,0.5,2
243,Stenostomum,269.8093968584242,10.377284494554775,0.8301827595643821,26
244,Stephanotis,210.1816238791876,7.78450458811806,0.5988080452398508,27
245,Strempeliopsis,204.01432775671017,8.500596989862924,0.739182346944602,24
246,Streptocaulon,144.6306328313335,6.574119674151522,0.6261066356334783,22
247,Strophanthus,1003.3851806108975,16.183631945337055,0.5306108834536739,62
248,Strumpfia,0.1159420289855072,0.0579710144927536,0.1159420289855072,2
249,Strychnos,114710.21134839795,220.1731503808022,0.8468198091569316,521
250,Swertia,24941.84628529306,102.2206814971027,0.8413224814576354,244
251,Syringantha,6.4504454780199225,1.2900890956039845,0.6450445478019923,5
252,Tabernaemontana,100072.11399349448,198.95052483796118,0.7926315730596063,503
253,Tabernanthe,118.51218818136324,5.925609409068162,0.6237483588492803,20
254,Tamilnadia,15.512229770170322,2.216032824310046,0.7386776081033487,7
255,Tarenna,2849.5745737896823,33.52440675046685,0.7982001607254012,85
256,Telosma,120.68535335709642,5.247189276395496,0.4770172069450451,23
257,Thevetia,25.981806413944494,1.9986004933803456,0.3331000822300576,13
258,Thiollierea,0.2987012987012987,0.14935064935064934,0.2987012987012987,2
259,Timonius,7.352852785307254,1.470570557061451,0.7352852785307255,5
260,Tinadendron,10.743664974337987,1.534809282048284,0.5116030940160946,7
261,Tocoyena,81.77503458364235,5.451668972242824,0.7788098531775463,15
262,Trachelospermum,4061.9593008780753,39.43649806677743,0.773264667976028,103
263,Tricalysia,0.24038461538461542,0.12019230769230771,0.24038461538461542,2
264,Tripterospermum,976.5749537855305,18.780287572798663,0.7364818655999475,52
265,Uncaria,11573.661035083049,68.48320139102395,0.8152762070359995,169
266,Urceola,117.09949836201876,5.57616658866756,0.557616658866756,21
267,Utania,37.38843187103797,3.398948351912543,0.6797896703825086,11
268,Vallaris,1.8565866794607717,0.6188622264869239,0.6188622264869239,3
269,Vallesia,146.248286149757,6.964204102369381,0.6964204102369381,21
270,Vangueria,9.48433154255956,1.354904506079937,0.451634835359979,7
271,Vinca,6936.465609278601,52.54898188847425,0.8022745326484618,132
272,Vincetoxicum,24276.41146648403,98.68459945725216,0.8055885669979768,246
273,Voacanga,1390.641184106386,22.429696517844935,0.7353998858309815,62
274,Wendlandia,29.31820271814054,3.2575780797933933,0.8143945199483483,9
275,Wrightia,1206.6589347558702,21.16945499571702,0.7560519641327508,57
276,Xestaea,21.54215821103234,2.393573134559149,0.5983932836397873,9
277,Xysmalobium,5.534602458460926,0.9224337430768209,0.36897349723072836,6
278,Zeltnera,0.36363636363636365,0.18181818181818182,0.36363636363636365,2
